标题,薪资,地点,经验,学历,岗位标签,岗位福利,公司名称,所属行业,融资情况,公司规模,公司规模1,SQL,PYTHON,R,EXCEL,SAS,HIVE,SPSS,PPT,BI,HADOOP,TABLEAU,SPARK,MYSQL,JAVA,ORACLE,LINUX,OFFICE,MATLAB,SVM,ERP,SCALA,PANDAS,NLP,TENSORFLOW,INSIGHTS,POWERBI,MONGODB,GEKKO,HBASE
数据分析经理,25k-35k,深圳 ,经验5-10年 ,本科及以上 ,"电商,数据分析,SQL",环境好，氛围佳，福利好，上升空间大,买买提信息科技,"移动互联网,金融",不需要融资,150-500人,150-500人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-27k,深圳 ,经验3-5年 ,本科及以上 ,"医疗健康,体育,BI,数据分析,数据运营,SQL","独立自主,海量数据,节奏快,创新驱动",懒人科技,移动互联网,不需要融资,50-150人,50-150人,T,T,T,T,T,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-15k,深圳 ,经验1-3年 ,本科及以上 ,"SPSS,数据库,SQL","平台大,创新型,有挑战",深圳白骑士大数据有限公司,"企业服务,金融",A轮,50-150人,50-150人,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,"电商,数据分析",扁平管理，项目好,AKULAKU,"移动互联网,金融",D轮及以上,蚂蚁金服(D轮及以上)，DCM;华创(A轮)，IDG(天使轮),,T,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,20k-30k,深圳 ,经验3-5年 ,本科及以上 ,"电商,广告营销,数据挖掘,数据分析","数据量大,攻城狮氛围,牛人多,弹性工作",极光,企业服务,上市公司,复星昆仲，IDG，Mandra capital(B轮),,T,T,F,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析-创新工具,25k-50k,深圳 ,经验1-3年 ,本科及以上 ,数据挖掘,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,F,F,F,F,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析主管,12k-20k,深圳 ,经验1-3年 ,本科及以上 ,"互联网金融,风控,策略设计,分析师",弹性上班 多多年假 领导nice,即有分期,金融,D轮及以上,500-2000人,500-2000人,T,F,T,F,T,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,12k-20k,深圳 ,经验3-5年 ,本科及以上 ,"数据分析,SQL",发展空间 公司平台,DJI大疆创新,硬件,未融资,2000人以上,2000人以上,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
数据分析师,20k-30k,深圳 ,经验3-5年 ,本科及以上 ,数据分析,带薪年假、定期体检、弹性工作,每日优鲜,"移动互联网,电商",D轮及以上,腾讯、保利资本、时代资本、 GSIP、Tiger Global、华兴新经济基金。(D轮及以上)，联想创投、腾讯领投，韩国KTB、华创资本、远翼、浙商创投跟投。(C轮)，腾讯、浙商创投等机构(B轮)，腾讯领投、光信资本跟投的1000万美元A轮融资。(A轮),,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
助理数据分析专员,7k-10k,深圳 ,经验1-3年 ,本科及以上 ,移动互联网,"弹性工作,团队大牛多,试用期全薪",vivo,硬件,未融资,2000人以上,2000人以上,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,8k-15k,深圳 ,经验1-3年 ,学历不限 ,"企业服务,广告营销,可视化,数据分析,数据运营","营销数据实践,服务500强客户",is smart,"移动互联网,企业服务",不需要融资,150-500人,150-500人,F,T,T,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析数据挖掘工程师,10k-20k,深圳 ,经验3-5年 ,本科及以上 ,"电商,房产服务,BI,可视化,数据分析","爸爸是万科,扁平化管理，员工福利棒",小泊,消费生活,不需要融资,500-2000人,500-2000人,T,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,25k-40k,深圳 ,经验3-5年 ,本科及以上 ,移动互联网,弹性工作,OPPO,硬件,不需要融资,2000人以上,2000人以上,T,T,T,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
价格数据分析师,7k-12k,深圳 ,经验1-3年 ,本科及以上 ,"数据分析,营销管理",五险一金 年底双薪 年度旅游 年度体检,道旅旅游,"电商,旅游",上市公司,150-500人,150-500人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-HK,25k-30k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,金融,数据分析",六险一金;弹性办公;福利满满;风口行业,联易融linklogis,"移动互联网,金融",C轮,腾讯、中信资本、正心谷创新资本、新加坡政府投资公司（GIC）、贝塔斯曼（BAI）、招商局创投等(C轮)，腾讯，中信资本，正心股创新资本、招商局创投，贝塔斯曼(B轮)，腾讯、中信资本、正心谷创新资本等(A轮),,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,深圳 ,经验5-10年 ,本科及以上 ,大数据,稳定 不加班 行业权威,闻善科技,"移动互联网,硬件",不需要融资,50-150人,50-150人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,18k-28k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,数据挖掘,数据分析","工程师文化,高期权回报",大宇无限,移动互联网,C轮,50-150人,50-150人,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-30k,深圳 ,经验1-3年 ,本科及以上 ,"大数据,数据分析",有牛人,深圳妈妈资本,金融,A轮,50-150人,50-150人,T,T,T,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1121GN-资深数据分析师,15k-25k,深圳 ,经验5-10年 ,本科及以上 ,"金融,大数据","五险一金,绩效奖金,带薪年假,定期体检",平安科技,金融,不需要融资,2000人以上,2000人以上,F,T,F,F,F,F,F,F,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F
数据分析师-创新工具,20k-40k,深圳 ,经验1-3年 ,本科及以上 ,数据挖掘,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,F,F,F,F,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析主管,25k-35k,深圳 ,经验3-5年 ,本科及以上 ,"广告营销,SQL,数据分析,数据库","五险一金,奖金丰厚,福利多多,定期体检",极光,企业服务,上市公司,复星昆仲，IDG，Mandra capital(B轮),,T,T,F,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-11k,深圳 ,经验1-3年 ,本科及以上 ,"视频,商业,数据分析,SQL",六险一金，班车，年终奖，免费早餐,YIDATEC,"移动互联网,游戏",不需要融资,2000人以上,2000人以上,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,18k-30k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,SQL,数据分析","世界五百强,地产龙头企,薪资福利佳。",万科,房产家居,上市公司,2000人以上,2000人以上,F,T,T,F,T,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析助理,6k-12k,深圳 ,经验1-3年 ,本科及以上 ,MySQL,扁平管理,OPPO,硬件,不需要融资,2000人以上,2000人以上,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析专员,10k-20k,深圳 ,经验1-3年 ,大专及以上 ,运营,优质资源，可靠团队,乐逗游戏,游戏,上市公司,500-2000人,500-2000人,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析经理,25k-35k,深圳 ,经验3-5年 ,本科及以上 ,"数据运营,数据分析,SPSS,SQL",年轻又耐撕 新零售,Angsi昂司,"电商,消费生活",未融资,500-2000人,500-2000人,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
数据分析专员,6k-9k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,BI,数据分析","上市集团,内部正编,大平台,发展空间大",世联行,企业服务,上市公司,公司成功在深圳A股上市(上市公司),,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4721FP-智慧法律-资深数据...,15k-30k,深圳 ,经验10年以上 ,本科及以上 ,数据分析,"五险一金,绩效奖金,高温补贴,定期体检",平安智慧城,移动互联网,不需要融资,2000人以上,2000人以上,F,F,F,F,F,T,F,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T
高级数据分析师,15k-25k,深圳 ,经验3-5年 ,本科及以上 ,"互联网金融,数据分析,MySQL,数据挖掘",年轻团队 注重人力发展,企智数据,软件开发,天使轮,15-50人,15-50人,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,数据分析,"节日福利多,涨薪快,平台大,晋升空间大",随手科技,金融,C轮,KKR集团（全球私募鼻祖）(C轮)，复星昆仲领投，红杉资本(B轮)，红杉资本(A轮),,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析实习生,3k-6k,深圳 ,经验不限 ,本科及以上 ,"Hadoop,算法,数据架构","周末双休,团队奖,前腾讯团队,绩效奖",利讯金服,金融,A轮,再次获得天使投资(天使轮)，获得国内一线天使机构投资(天使轮),,T,T,T,F,F,F,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析专员,5k-8k,深圳 ,经验不限 ,本科及以上 ,"广告营销,游戏,数据分析","4A公司,平台大,晋升快",蓝色光标SNK,"移动互联网,游戏",不需要融资,150-500人,150-500人,F,F,F,T,T,F,T,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
29912-数据分析-运营开发,20k-40k,深圳 ,经验3-5年 ,本科及以上 ,"MySQL,数据仓库,Hadoop",大平台 新业务,腾讯,社交,上市公司,2000人以上,2000人以上,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析专家经理,20k-30k,深圳 ,经验3-5年 ,本科及以上 ,云计算,"大平台,核心产品,晋升空间",金蝶蝶金,企业服务,上市公司,2000人以上,2000人以上,T,T,T,T,F,F,F,T,F,T,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
数据分析专家,35k-70k,深圳 ,经验不限 ,本科及以上 ,数据分析,扁平管理，过亿用户，职业大牛,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析专家经理,20k-30k,深圳 ,经验3-5年 ,本科及以上 ,云计算,"大平台,核心产品,晋升空间",金蝶蝶金,企业服务,上市公司,2000人以上,2000人以上,T,T,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
投资并购部-数据分析员,1k-2k,深圳 ,经验1-3年 ,本科及以上 ,"投资融资,数据分析",公司规模大,腾讯,社交,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析经理,30k-50k,深圳 ,经验1-3年 ,本科及以上 ,数据分析,五险一金、餐补,麒讯,"移动互联网,金融",不需要融资,150-500人,150-500人,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
高级数据分析师,15k-30k,深圳 ,经验3-5年 ,学历不限 ,电商,独角兽 技术创新 大牛云集 年终丰厚,AKULAKU,"移动互联网,金融",D轮及以上,,,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析算法人工智能高...,28k-40k,深圳 ,经验不限 ,博士及以上 ,"人工智能,机器学习,算法,数据挖掘",微服务、大数据、AI方向,华为技术有限公司,通讯电子,不需要融资,2000人以上,2000人以上,F,T,T,F,T,F,F,F,F,T,F,T,F,T,F,F,F,T,F,F,T,F,T,T,F,F,F,F,F
资深数据分析师(J11772),50k-70k,深圳 ,经验5-10年 ,本科及以上 ,"BI,商业,数据分析",发展空间大,货拉拉,"移动互联网,消费生活",C轮,顺为资本领投，襄禾资本、概念资本（MindWorks Ventures）等(C轮)，襄禾资本、清流资本等(B轮),,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析 (MJ001096),12k-20k,深圳 ,经验3-5年 ,本科及以上 ,"电商,大数据,数据处理,数据分析",AI电商 大牛云集 海外 百亿已盈利,SHEIN,"电商,移动互联网",C轮,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,深圳 ,经验1-3年 ,本科及以上 ,"电商,移动互联网,数据分析",发展前景好,深圳市沃客非凡科技有限公司,"电商,移动互联网",B轮,50-150人,50-150人,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,20k-40k,深圳 ,经验3-5年 ,本科及以上 ,"互联网金融,保险,数据分析",期权 完善福利 领导nice,中保车服,"金融,移动互联网",未融资,150-500人,150-500人,T,T,F,F,F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
中高级数据分析师,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,"新零售,本地生活,商业,数据分析,数据库,SQL",周末双休，下午茶零食，团建旅游,深圳市库盒科技有限公司,移动互联网,B轮,150-500人,150-500人,T,T,T,F,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,25k-50k,深圳 ,经验3-5年 ,本科及以上 ,"电商,MySQL,数据仓库,数据分析,数据库开发",奖金激励，年终奖，电商平台,盈富斯,电商,C轮,"红杉资本投资(C轮)，知名投资机构(A轮,B轮)，融资机构：Frees VC(A轮)，IDG(A轮)",,T,F,F,F,F,F,F,F,T,F,F,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F
高级数据分析师,18k-35k,深圳 ,经验不限 ,硕士及以上 ,数据分析,挑战大，大牛领导，有价值的项目,PKFARE比客,旅游,A轮,民航投资基金、凯撒旅游、长江商学院创创基金(A轮),,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
XYW-数据分析工程师,20k-40k,深圳 ,经验3-5年 ,本科及以上 ,"SQLServer,数据分析,数据处理",顺丰全网重点项目,顺丰科技有限公司,物流丨运输,不需要融资,2000人以上,2000人以上,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,15k-30k,深圳 ,经验3-5年 ,硕士及以上 ,数据分析,发展前景,WeSure微保,金融,不需要融资,150-500人,150-500人,T,T,F,F,F,F,F,F,F,T,F,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
数据分析实习生-用户增长方向,2k-4k,深圳 ,经验不限 ,本科及以上 ,数据分析,免费三餐，租房补贴，休闲下午茶，扁平管理,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
风控（海外）策略及数据分析...,25k-40k,深圳 ,经验3-5年 ,硕士及以上 ,"信息安全,支付,数据挖掘","氛围和谐,福利齐全,长期激励,年度旅游",腾讯,社交,上市公司,2000人以上,2000人以上,T,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
QYN-数据分析工程师,18k-30k,深圳 ,经验5-10年 ,本科及以上 ,"大数据,其他",五险一金，午餐补贴，通讯补贴，,顺丰科技有限公司,物流丨运输,不需要融资,2000人以上,2000人以上,T,F,F,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析总监,38k-65k,深圳 ,经验5-10年 ,硕士及以上 ,"金融,算法,数据挖掘,数据分析","平台好,创新型,发展迅速,股权期权",深圳白骑士大数据有限公司,"企业服务,金融",A轮,50-150人,50-150人,T,T,T,F,T,F,T,F,F,T,F,T,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F
高级数据分析师,18k-36k,深圳 ,经验5-10年 ,本科及以上 ,"教育,数据分析,数据运营",带薪年假，五险一金，上班不打卡,优乐学科技,"移动互联网,教育",A轮,著名投资机构(A轮),,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师（游戏业务）,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,"移动互联网,游戏,SQL",大平台 给力薪酬 组织氛围好,OPPO,硬件,不需要融资,2000人以上,2000人以上,F,F,T,F,T,T,T,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深\高级数据分析师（互联网）,25k-45k,深圳 ,经验5-10年 ,本科及以上 ,数据分析,亿级用户、大牛团队、发展空间大,vivo,硬件,未融资,2000人以上,2000人以上,F,T,T,F,T,F,T,F,F,T,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,18k-36k,深圳 ,经验3-5年 ,学历不限 ,"Hive,数据分析,数据挖掘",弹性工作，五险一金，节日福利,美图公司,硬件,上市公司,2000人以上,2000人以上,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,数据分析","六险一金,带薪年假,绩效奖金,年底双薪",百融云创,金融,C轮,国家主权基金领投、红衫资本增持(C轮),,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析,10k-15k,深圳 ,经验1-3年 ,本科及以上 ,"SQL,数据分析",周末双休、五险一金、年底双薪、节日福利,德科信息,"移动互联网,企业服务",不需要融资,50-150人,50-150人,T,T,T,T,F,T,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,数据库,数据分析","五险一金,晋升通道,年轻团队,环境舒适",深圳洽客科技,"金融,移动互联网",天使轮,50-150人,50-150人,F,T,F,F,T,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
零售数据分析助理,4k-7k,深圳 ,经验1-3年 ,学历不限 ,"新零售,数据分析",外企 精致下午茶 带薪年假 周末双休,丹尼尔惠灵顿,消费生活,不需要融资,500-2000人,500-2000人,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
数据分析主管,15k-20k,深圳 ,经验3-5年 ,本科及以上 ,"移动互联网,数据分析",扁平化管理、福利完善、氛围活跃,魅动力,移动互联网,C轮,150-500人,150-500人,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深数据分析师,30k-60k,深圳 ,经验3-5年 ,本科及以上 ,"Hive,Hadoop",牛人多 交通补贴 餐补 绩效奖 海外旅游,wlaike,"移动互联网,企业服务",B轮,150-500人,150-500人,T,T,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,12k-24k,深圳 ,经验3-5年 ,本科及以上 ,"互联网金融,借贷",发展前景好 晋升空间大,艾格拉斯,游戏,上市公司,150-500人,150-500人,T,T,T,F,F,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深数据分析师-反作弊方向,25k-50k,深圳 ,经验3-5年 ,本科及以上 ,产品经理,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
CSIG18-高级数据分析师（深圳）,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,"SQLServer,Spark,Hadoop,算法",技术大咖,腾讯,社交,上市公司,2000人以上,2000人以上,T,T,T,F,F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级\资深数据分析师,25k-45k,深圳 ,经验5-10年 ,本科及以上 ,数据分析,亿级用户、大牛团队、发展空间大,vivo,硬件,未融资,2000人以上,2000人以上,F,T,T,F,T,F,T,F,F,T,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F
HAK高级数据分析师,21k-26k,深圳 ,经验3-5年 ,本科及以上 ,数据分析,弹性工作时间 发展空间大 午餐补贴,顺丰科技有限公司,物流丨运输,不需要融资,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
052193-数据分析建模岗,15k-25k,深圳 ,经验1-3年 ,本科及以上 ,核查,"绩效奖金,五险一金,带薪年假",平安证券,金融,上市公司,2000人以上,2000人以上,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-初级,4k-5k,深圳 ,经验1-3年 ,大专及以上 ,"新零售,数据分析,商业","外企, 个人成长，领导nice",乐格信息,"企业服务,数据服务",A轮,150-500人,150-500人,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,18k-28k,深圳 ,经验3-5年 ,本科及以上 ,,初创公司，朝阳行业，广阔的发展空间,招联金融,金融,不需要融资,500-2000人,500-2000人,T,F,F,T,T,F,T,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-15k,深圳 ,经验不限 ,本科及以上 ,"电商,数据分析,商业",上市公司 福利待遇优厚,环球易购,电商,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,深圳 ,经验1-3年 ,本科及以上 ,"大数据,银行,风控","五险一金,商业保险,弹性工作,福利补贴",百融云创,金融,C轮,国家主权基金领投、红衫资本增持(C轮),,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,12k-20k,深圳 ,经验3-5年 ,大专及以上 ,"视频,直播",弹性工作、五险一金、领导Nice,华驰信息,金融,未融资,50-150人,50-150人,T,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
（急招）数据分析师,8k-12k,深圳 ,经验1-3年 ,本科及以上 ,"数据分析,数据运营,SQL","周末双休,绩效奖金,假日福利，奖金丰厚",深圳市君仁科技发展有限公司,移动互联网,未融资,50-150人,50-150人,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,深圳 ,经验3-5年 ,本科及以上 ,"数据分析,数据运营,增长黑客",底薪高，提成厚,领会科技,金融,不需要融资,50-150人,50-150人,T,T,T,F,T,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F
电商数据分析师,10k-20k,深圳 ,经验3-5年 ,本科及以上 ,"电商,数据分析,数据挖掘,搜索","年终奖,六险一金,双休,弹性打卡",一加手机,硬件,未融资,500-2000人,500-2000人,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析产品经理,10k-20k,深圳 ,经验3-5年 ,本科及以上 ,"证券期货,数据分析,BI",六险一金,思迪信息,"移动互联网,金融",未融资,500-2000人,500-2000人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,20k-40k,深圳 ,经验3-5年 ,本科及以上 ,数据分析,世界500强 福利好,恒大智慧科技有限公司,人工智能,不需要融资,500-2000人,500-2000人,T,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师-faceu,10k-20k,深圳 ,经验3-5年 ,本科及以上 ,数据分析,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
腾讯云-高级数据分析师,16k-32k,深圳 ,经验3-5年 ,本科及以上 ,"云计算,数据运营,数据分析",带薪年假、免费班车、员工旅游、节日福利,腾讯,社交,上市公司,2000人以上,2000人以上,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,20k-30k,深圳 ,经验5-10年 ,本科及以上 ,"电商,数据分析,数据运营",上市公司 大牛团队 量级大 五险一金,环球易购,电商,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
商业数据分析师 (003969),50k-80k,深圳 ,经验3-5年 ,本科及以上 ,移动互联网,"弹性工作,股票期权,大数据平台 千万用户",vivo,硬件,未融资,2000人以上,2000人以上,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
电商数据分析师,8k-12k,深圳 ,经验1-3年 ,本科及以上 ,"数据分析,电商运营",快速发展 福利好,舒可士,"移动互联网,医疗丨健康",B轮,50-150人,50-150人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F
数据分析师(社交电商),15k-25k,深圳 ,经验3-5年 ,硕士及以上 ,"大数据,电商,数据分析,SQL",世界500强,京东集团,电商,上市公司,2000人以上,2000人以上,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
商业数据分析师,10k-15k,深圳 ,经验3-5年 ,本科及以上 ,"电商,数据分析,数据运营",薪资高 老板nice,前海亚农,"移动互联网,电商",不需要融资,50-150人,50-150人,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
