标题,薪资,地点,经验,学历,岗位标签,岗位福利,公司名称,所属行业,融资情况,公司规模,公司规模1,SQL,PYTHON,R,EXCEL,SAS,HIVE,SPSS,PPT,BI,HADOOP,TABLEAU,SPARK,MYSQL,JAVA,ORACLE,LINUX,OFFICE,MATLAB,SVM,ERP,SCALA,PANDAS,NLP,TENSORFLOW,INSIGHTS,POWERBI,MONGODB,GEKKO,HBASE
高级数据分析师,20k-35k,北京 ,经验5-10年 ,本科及以上 ,"电商,移动互联网,可视化,数据分析,数据运营,增长黑客","项目奖金，五险一金,期权,多样福利",果粒科技,"移动互联网,金融",A轮,IDG资本、红杉资本(天使轮),,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
数据分析实习生,2k-4k,北京 ,经验应届毕业生 ,本科及以上 ,"大数据,数据分析",数据分析,小红书,消费生活,D轮及以上,500-2000人,500-2000人,T,T,F,F,F,T,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
高级数据分析师,15k-25k,北京 ,经验3-5年 ,硕士及以上 ,"大数据,汽车,Java,数据挖掘,数据处理,算法","行业风口,大牛带路,扁平化,环境好",K2DATA,数据服务,B轮,150-500人,150-500人,F,T,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
数据分析师-KOL方向,10k-20k,北京 ,经验3-5年 ,本科及以上 ,数据分析,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,F,F,F,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析专家,20k-30k,北京 ,经验3-5年 ,本科及以上 ,"数据分析,SQL",平台大，福利好，团队棒,滴滴,汽车丨出行,不需要融资,2000人以上,2000人以上,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
09216M-数据分析师,15k-20k,北京 ,经验3-5年 ,本科及以上 ,"互联网金融,保险","五险一金,节日福利,定期体检,年底双薪",平安健康保险,金融,未融资,500-2000人,500-2000人,T,F,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
市场数据分析师,10k-20k,北京 ,经验1-3年 ,本科及以上 ,"本地生活,房产服务,数据库,SQL,数据分析",租房优惠 六险一金 绩效奖金 免费体检,自如网,房产家居,A轮,2000人以上,2000人以上,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,20k-35k,北京 ,经验3-5年 ,学历不限 ,大数据,全额社保；商业保险；各种补贴；下午茶等,绿湾科技,"企业服务,数据服务",B轮,150-500人,150-500人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
服务体验部-资深数据分析师,15k-24k,北京 ,经验3-5年 ,本科及以上 ,"SQL,商业",稳定平台大发展,美团点评,消费生活,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,30k-60k,北京 ,经验5-10年 ,本科及以上 ,"移动互联网,房产服务,数据分析,MySQL,数据挖掘",发展空间、六险一金、加班补助,蛋壳公寓,消费生活,C轮,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析总监,40k-70k,北京 ,经验10年以上 ,本科及以上 ,"大数据,旅游,数据挖掘,数据分析,数据处理,算法",公司发展好 实力强,薛家庄旅游开发,"旅游,文娱丨内容",不需要融资,50-150人,50-150人,F,T,T,F,F,F,F,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析专员 (MJ001731),15k-22k,北京 ,经验1-3年 ,本科及以上 ,"教育,MySQL,数据分析",六险一金，热点行业，住房补贴,作业盒子,教育,C轮,云锋基金领投、好未来等机构跟投(C轮)，贝塔斯曼领投(B轮)，好未来、刘强东、奶茶妹妹、联想之星(A轮)，联想之星(天使轮),,F,T,T,F,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,30k-50k,北京 ,经验5-10年 ,本科及以上 ,"数据分析,数据运营,可视化",六险一金 年度体检 企业医生 弹性工作,罗辑思维,"移动互联网,文娱丨内容",D轮及以上,150-500人,150-500人,T,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,13k-20k,北京 ,经验1-3年 ,本科及以上 ,"游戏,数据分析",周一至周五加班倒休，周末加班日薪付加班费,智美新媒,"广告营销,移动互联网",D轮及以上,50-150人,50-150人,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（产品）,18k-35k,北京 ,经验1-3年 ,本科及以上 ,数据分析,核心团队,陌陌,社交,上市公司,500-2000人,500-2000人,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,20k-35k,北京 ,经验3-5年 ,本科及以上 ,"商业,BI,可视化,SQL",大平台 福利健全,京东数字科技,金融,上市公司,2000人以上,2000人以上,T,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深数据分析师,30k-45k,北京 ,经验5-10年 ,本科及以上 ,"电商,商业","近地铁,扁平化,前景好,弹性时间",58到家,消费生活,D轮及以上,2000人以上,2000人以上,T,T,T,F,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
高级数据分析师(J10205),15k-30k,北京 ,经验3-5年 ,本科及以上 ,数据分析,五险一金+14薪+弹性工作,会分期,"移动互联网,金融",D轮及以上,腾讯领投，源码资本跟投(D轮及以上)，A股上市公司联络互动(C轮)，京东金融(B轮),,T,T,T,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-KOL方向,10k-20k,北京 ,经验3-5年 ,本科及以上 ,数据分析,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,F,F,F,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深数据分析师(J190405002),20k-40k,北京 ,经验3-5年 ,本科及以上 ,滴滴,高速成长，核心业务,滴滴,汽车丨出行,不需要融资,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析总监(北京),45k-60k,北京 ,经验10年以上 ,本科及以上 ,"大数据,旅游,数据仓库,数据分析,数据处理,Hive",大数据方向,薛家庄旅游开发,"旅游,文娱丨内容",不需要融资,50-150人,50-150人,F,T,T,F,F,F,F,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师(J10205),15k-30k,北京 ,经验3-5年 ,本科及以上 ,数据分析,五险一金+14薪+弹性工作,会分期,"移动互联网,金融",D轮及以上,腾讯领投，源码资本跟投(D轮及以上)，A股上市公司联络互动(C轮)，京东金融(B轮),,T,T,T,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,18k-25k,北京 ,经验5-10年 ,本科及以上 ,"电商,Hive,Hadoop,数据分析",绩效奖金，五险一金，免费班车，午餐补助,京东集团,电商,上市公司,2000人以上,2000人以上,T,T,F,F,F,T,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深数据分析师,20k-40k,北京 ,经验3-5年 ,本科及以上 ,"数据分析,数据库,增长黑客,商业",五险一金、风口赛道、无天花板、与大咖共事,V8实拍,移动互联网,B轮,150-500人,150-500人,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师（保险）,25k-35k,北京 ,经验5-10年 ,本科及以上 ,"数据挖掘,数据分析","五险一金,带薪年假,发展空间大,弹性工作",同盾科技,"信息安全,数据服务",C轮,信达汉石资本、天图资本、新加坡淡马锡三家机构共同领投，尚珹资本等老股东跟投(C轮)，B+轮尚珹资本领投，元禾重元跟投；启明创投、宽带资本、华创资本、IDG资本、线性资本等均参与此轮融资(B轮)，启明创投领投，宽带资本、IDG资本、华创资本及线性资本跟投(B轮)，宽带资本领投、IDG资本、线性资本跟投(A轮)，IDG资本、华创资本投资(天使轮),,F,T,F,T,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,25k-30k,北京 ,经验3-5年 ,本科及以上 ,"游戏,移动互联网,BI,SQL,数据分析,SPSS",游戏出海 行业前三 国际化团队,Magic Tavern,游戏,不需要融资,150-500人,150-500人,T,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,北京 ,经验3-5年 ,本科及以上 ,"电商,数据分析,数据运营,可视化",五险一金，年终分红，带薪年假，节日福利,平安健康保险,金融,未融资,500-2000人,500-2000人,T,F,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析负责人,50k-65k,北京 ,经验5-10年 ,学历不限 ,"直播,社交",上市公司，岗位空间，团队氛围，六险一金,映客,文娱丨内容,上市公司,赛富、金沙江、紫辉创投(A轮),,F,T,T,F,T,T,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,20k-35k,北京 ,经验5-10年 ,本科及以上 ,"大数据,医疗健康,数据分析,SQL",六险两金 餐补交通补通讯补 防暑降温补,泰康之家,"金融,医疗丨健康",不需要融资,2000人以上,2000人以上,F,T,T,T,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师--偏数据应用产品,20k-35k,北京 ,经验3-5年 ,本科及以上 ,"商业,BI,可视化",大平台 福利健全,京东数字科技,金融,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,北京 ,经验3-5年 ,本科及以上 ,"社交,移动互联网,SQL,商业,数据分析,增长黑客（GrowthHacking）","行业独角兽,弹性工时,免费午餐",淡蓝网Blued,"移动互联网,社交",D轮及以上,中路资本(天使轮)，清流资本(A轮)，DCM(B轮)，鼎晖投资（CDH）领投，UG资本跟投(D轮及以上)，Ventech China，DCM，香港新世界，BAI(C轮),,T,F,F,F,F,T,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,20k-35k,北京 ,经验5-10年 ,本科及以上 ,"互联网金融,数据分析",五险一金、空间大、稳定,巅峰同道,"金融,移动互联网",B轮,DCM、GGV、启明(B轮)，险峰长青(天使轮),,T,F,F,F,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
战略合作部-数据分析师 (MJ...,15k-30k,北京 ,经验3-5年 ,本科及以上 ,"广告营销,数据分析","有挑战业务,智能营销,团队融洽",搜狗,工具,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-英语教育产品,15k-30k,北京 ,经验1-3年 ,本科及以上 ,数据分析,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,F,F,T,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深数据分析师(J181121016),25k-40k,北京 ,经验3-5年 ,本科及以上 ,滴滴,高速成长，核心业务,滴滴,汽车丨出行,不需要融资,2000人以上,2000人以上,T,T,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析岗,20k-40k,北京 ,经验3-5年 ,本科及以上 ,"电商,SQLServer",发展前景,京东集团,电商,上市公司,2000人以上,2000人以上,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（偏数据应用产品）,20k-35k,北京 ,经验3-5年 ,本科及以上 ,数据分析,超级广阔的发展前景、超级棒的福利,京东数字科技,金融,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F
高级数据分析工程师(J12372),28k-55k,北京 ,经验不限 ,本科及以上 ,"数据挖掘,数据仓库,数据分析,Hadoop",七险一金，三餐免费，交通补助，节假福利,作业帮,工具,D轮及以上,Coatue、高盛、春华资本、红杉中国、GGV纪源资本、襄禾资本、天图投资、NEA、泰合资本(D轮及以上)，H Capital、老虎基金、红杉、君联、GGV、襄禾(C轮)，GGV（纪源资本）(B轮)，作业帮独立分拆，引入由红杉、君联领投的A轮融资(A轮),,F,T,F,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T
数据分析工程师,20k-35k,北京 ,经验5-10年 ,本科及以上 ,"互联网金融,移动互联网,数据分析,数据挖掘",六险一金、空间大、稳定,巅峰同道,"金融,移动互联网",B轮,DCM、GGV、启明(B轮)，险峰长青(天使轮),,T,F,F,F,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
数据分析负责人（总监）,45k-60k,北京 ,经验5-10年 ,本科及以上 ,数据分析,快速发展 团队氛围好,映客,文娱丨内容,上市公司,赛富、金沙江、紫辉创投(A轮),,F,T,T,F,T,T,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
商业化数据分析师,20k-40k,北京 ,经验不限 ,本科及以上 ,"汽车,新零售,数据运营,SQL,数据分析,商业",平台大，发展空间大,车好多集团,消费生活,D轮及以上,H CAPITAL、招银电信基金、首钢基金、红杉资本、经纬创投、蓝驰创投等(B轮)，红杉资本、光信资本，山行资本、微光创投、风云天使基金、诺伟其投资、经纬中国等(A轮),,T,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级资深数据分析师,15k-30k,北京 ,经验3-5年 ,本科及以上 ,数据分析,"六险一金,扁平化管理,朝阳行业",同程艺龙,旅游,上市公司,万达、腾讯、中信(D轮及以上)，携程(C轮)，腾讯、博裕、元禾(B轮),,T,T,F,T,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
平台数据分析师,20k-35k,北京 ,经验3-5年 ,本科及以上 ,"数据分析,数据运营",6险一金 12天年假,爱奇艺,文娱丨内容,上市公司,2000人以上,2000人以上,T,T,T,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,20k-35k,北京 ,经验3-5年 ,本科及以上 ,数据分析,6险一金 带薪年假 优质环境 家文化,达令家,电商,D轮及以上,150-500人,150-500人,F,T,T,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,18k-36k,北京 ,经验3-5年 ,硕士及以上 ,数据分析,福利待遇 发展空间,度小满金融,金融,A轮,500-2000人,500-2000人,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,20k-38k,北京 ,经验5-10年 ,本科及以上 ,数据分析,"公司平台好,大牛领导,餐补房补",VIPKID,教育,D轮及以上,Coatue、腾讯公司、红杉资本中国基金、云锋基金(D轮及以上)，腾讯、云锋基金、经纬创投、真格基金、ZTwo Capital(D轮及以上)，科比基金战略投资(C轮)，云锋基金、红杉资本(C轮)，北极光创投、经纬中国、红杉资本、创新工场(B轮)，经纬中国、创新工场、红杉资本(A轮)，创新工场(天使轮),,T,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析岗,15k-25k,北京 ,经验5-10年 ,本科及以上 ,"物流,数据分析",京东物流子集团,京东物流,物流丨运输,上市公司,2000人以上,2000人以上,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,北京 ,经验3-5年 ,本科及以上 ,"SPSS,数据分析,SQL",年度奖金 弹性工作 发展空间,前线科技,"移动互联网,金融",天使轮,150-500人,150-500人,T,T,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-风险评估方向,10k-20k,北京 ,经验1-3年 ,本科及以上 ,审核,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
流量方向资深数据分析师,20k-40k,北京 ,经验3-5年 ,本科及以上 ,"新零售,汽车,可视化,SPSS,SQL,数据分析","奖金多,股票期权,团队好,领导好",车好多集团,消费生活,D轮及以上,H CAPITAL、招银电信基金、首钢基金、红杉资本、经纬创投、蓝驰创投等(B轮)，红杉资本、光信资本，山行资本、微光创投、风云天使基金、诺伟其投资、经纬中国等(A轮),,T,F,F,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师Leader,25k-35k,北京 ,经验5-10年 ,本科及以上 ,数据分析,快速发展 团队氛围好,映客,文娱丨内容,上市公司,赛富、金沙江、紫辉创投(A轮),,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,25k-50k,北京 ,经验5-10年 ,本科及以上 ,"互联网金融,借贷,SQL,可视化,数据分析,SPSS",弹性工作，五险一金，节日福利,度小满金融,金融,A轮,500-2000人,500-2000人,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师（保险）-北京...,18k-36k,北京 ,经验3-5年 ,本科及以上 ,"数据挖掘,算法",机会,同盾科技,"信息安全,数据服务",C轮,信达汉石资本、天图资本、新加坡淡马锡三家机构共同领投，尚珹资本等老股东跟投(C轮)，B+轮尚珹资本领投，元禾重元跟投；启明创投、宽带资本、华创资本、IDG资本、线性资本等均参与此轮融资(B轮)，启明创投领投，宽带资本、IDG资本、华创资本及线性资本跟投(B轮)，宽带资本领投、IDG资本、线性资本跟投(A轮)，IDG资本、华创资本投资(天使轮),,F,T,F,T,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,17k-25k,北京 ,经验3-5年 ,本科及以上 ,"视频,移动互联网,商业,数据分析,数据运营,SQL",年轻团队，全面的福利待遇和晋升空间,爱奇艺,文娱丨内容,上市公司,2000人以上,2000人以上,T,T,T,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析,30k-40k,北京 ,经验3-5年 ,本科及以上 ,互联网金融,公司A轮融资。核心成员来自美国汇丰银行,Maersk,电商,上市公司,2000人以上,2000人以上,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师(J190605003),20k-30k,北京 ,经验1-3年 ,本科及以上 ,滴滴,高速成长，核心业务,滴滴,汽车丨出行,不需要融资,2000人以上,2000人以上,T,T,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
增长数据分析,15k-25k,北京 ,经验3-5年 ,本科及以上 ,"电商,移动互联网,数据分析,SQL",平台大 发展好,京东集团,电商,上市公司,2000人以上,2000人以上,T,T,T,F,F,F,F,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,15k-30k,北京 ,经验3-5年 ,本科及以上 ,"移动互联网,社交,数据分析,数据库","扁平管理,季度奖金,多次调薪,团队年轻",巅峰同道,"金融,移动互联网",B轮,DCM、GGV、启明(B轮)，险峰长青(天使轮),,T,F,F,F,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
高级数据分析师-市场营销部...,25k-30k,北京 ,经验5-10年 ,本科及以上 ,"旅游,增长黑客,数据分析,数据运营",氛围好,去哪儿网,旅游,不需要融资,百度(上市公司)，GGV Capital(C轮)，Mayfield、GSR Ventures、Tenaya Capital(B轮)，Mayfield、GSR Ventures(A轮),,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析,20k-30k,北京 ,经验3-5年 ,大专及以上 ,"互联网金融,SQL",五险一金 节日福利,民生电商,"移动互联网,金融",B轮,150-500人,150-500人,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（应届生）,6k-10k,北京 ,经验不限 ,本科及以上 ,"大数据,数据分析,数据库",大数据 多绩效 BI 数据仓储,柏睿数据,"数据服务,信息安全",B轮,国科嘉和、蓝驰创投、信中利、浦发硅谷银行(B轮)，蓝驰创投(天使轮),,F,T,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
增长策略数据分析师,10k-20k,北京 ,经验1-3年 ,本科及以上 ,"商业,增长黑客,数据分析,数据运营",业务全球化，项目盈利，同事精英,HOLLA Group,"移动互联网,社交",A轮,多家优秀投资人、投资机构，HOLLA Beta Goes Live(天使轮),,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-营收活动方向,15k-30k,北京 ,经验1-3年 ,本科及以上 ,产品,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-数据建模方向-L...,20k-40k,北京 ,经验3-5年 ,本科及以上 ,数据分析,"班车,餐补",京东数字科技,金融,上市公司,2000人以上,2000人以上,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（市场）,20k-30k,北京 ,经验5-10年 ,本科及以上 ,"市场,数据分析",数据分析,京东集团,电商,上市公司,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深数据分析师,30k-50k,北京 ,经验5-10年 ,本科及以上 ,"分类信息,数据分析",核心岗位，六险一金,网易,电商,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
小米贷款数据分析师,18k-35k,北京 ,经验3-5年 ,学历不限 ,数据分析,大平台,小米,硬件,D轮及以上,2000人以上,2000人以上,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（反作弊策略市...,18k-35k,北京 ,经验3-5年 ,本科及以上 ,数据分析,核心团队,陌陌,社交,上市公司,500-2000人,500-2000人,T,T,T,F,T,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析经理,14k-24k,北京 ,经验5-10年 ,本科及以上 ,数据分析,大平台，班车、餐补,京东物流,物流丨运输,上市公司,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
大数据分析师,15k-25k,北京 ,经验3-5年 ,本科及以上 ,大数据,五险一金 带薪年假,Synnex China,电商,上市公司,500-2000人,500-2000人,T,T,T,F,F,T,F,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
