地点,标题,岗位标签,岗位福利,公司规模,公司名称,经验,融资情况,薪资,学历,所属行业
上海,数据分析师,"广告营销,数据分析,数字营销",,,掌门1对1在线教育,经验1-3年,D轮及以上,10k-20k,本科及以上,"移动互联网,教育"
上海,数据分析师,"互联网金融,SQL,数据分析",,150-500人,PINTEC,经验1-3年,上市公司,8k-15k,本科及以上,"移动互联网,金融"
上海,数据分析师,"互联网金融,风控,分析师,信用产品",,50-150人,宏信金服,经验1-3年,不需要融资,15k-25k,本科及以上,金融
上海,数据分析师,教育,,150-500人,北风网,经验3-5年,C轮,15k-25k,本科及以上,教育
上海,数据分析师,"教育,大数据,数据挖掘,数据分析",,15-50人,数道科技,经验1-3年,不需要融资,10k-15k,本科及以上,数据服务
上海,数据分析师,"教育,数据分析,SPSS",,15-50人,波思代尔,经验不限,未融资,5k-10k,硕士及以上,"广告营销,文娱丨内容"
上海,数据分析师,"教育,数据分析,数据运营,SQL",,500-2000人,行动教育,经验3-5年,上市公司,10k-20k,本科及以上,教育
上海,数据分析师,"教育,移动互联网,数据分析,数据运营,SQL",,,轻轻家教,经验1-3年,D轮及以上,15k-25k,本科及以上,"移动互联网,教育"
上海,数据分析师,"金融,SQL,数据库",,,苹果树,经验不限,A轮,15k-30k,本科及以上,"金融,数据服务"
上海,数据分析师,"金融,大数据,MySQL,SQLServer,数据分析,数据处理",,150-500人,通联数据,经验1-3年,不需要融资,7k-13k,本科及以上,金融
上海,数据分析师,"金融,商业,BI,可视化,数据分析",,,GeexFinance,经验3-5年,A轮,15k-25k,本科及以上,金融
上海,数据分析师,"金融,算法,数据挖掘,数据分析",,15-50人,艾大,经验应届毕业生,未融资,8k-16k,硕士及以上,"企业服务,数据服务"
上海,数据分析师,"可视化,SQL,数据分析,数据库",,150-500人,鸿研物流,经验3-5年,C轮,20k-25k,本科及以上,消费生活
上海,数据分析师,"可视化,数据库",,,CareerFrog职业蛙,经验1-3年,B轮,8k-12k,本科及以上,教育
上海,数据分析师,"旅游,大数据,ETL,Hive,数据分析,数据处理",,2000人以上,携程,经验1-3年,上市公司,15k-25k,本科及以上,旅游
上海,数据分析师,"旅游,移动互联网,数据分析,Hive,Spark,MySQL",,,宿宿网,经验1-3年,未融资,7k-12k,本科及以上,"电商,旅游"
上海,数据分析师,内容,,50-150人,番糖游戏,经验1-3年,未融资,8k-16k,本科及以上,游戏
上海,数据分析师,"汽车,金融,数据分析",,,上海众调科技,经验3-5年,A轮,10k-20k,本科及以上,移动互联网
上海,数据分析师,"汽车,移动互联网,数据分析",,,车轮,经验1-3年,C轮,8k-15k,本科及以上,移动互联网
上海,数据分析师,"商业,可视化,BI,数据分析",,50-150人,金宝贝网络科技,经验1-3年,未融资,15k-25k,本科及以上,移动互联网
上海,数据分析师,"社交,数据分析",,15-50人,小回音,经验3-5年,未融资,10k-20k,学历不限,"移动互联网,社交"
上海,数据分析师,"社交,移动互联网,可视化,数据分析,SQL,BI",,50-150人,简书,经验1年以下,B轮,8k-12k,本科及以上,"移动互联网,文娱丨内容"
上海,数据分析师,数据分析,,,百融云创,经验3-5年,C轮,10k-20k,本科及以上,金融
上海,数据分析师,数据分析,,,点启资产,经验1年以下,不需要融资,4k-5k,本科及以上,金融
上海,数据分析师,数据分析,,,还呗-智能信贷领先者,经验3-5年,B轮,15k-30k,本科及以上,金融
上海,数据分析师,数据分析,,,黑湖科技,经验1-3年,B轮,7k-10k,本科及以上,"企业服务,数据服务"
上海,数据分析师,数据分析,,,晶赞科技Zamplus,经验3-5年,D轮及以上,10k-20k,硕士及以上,"数据服务,文娱丨内容"
上海,数据分析师,数据分析,,,链尚网,经验1-3年,C轮,10k-15k,本科及以上,电商
上海,数据分析师,数据分析,,,英语流利说,经验3-5年,上市公司,20k-35k,学历不限,教育
上海,数据分析师,数据分析,,150-500人,虎扑,经验3-5年,D轮及以上,20k-30k,本科及以上,"移动互联网,文娱丨内容"
上海,数据分析师,数据分析,,150-500人,盛付通,经验3-5年,不需要融资,10k-20k,本科及以上,"移动互联网,金融"
上海,数据分析师,数据分析,,2000人以上,阿里巴巴-新零售技术事业群,经验应届毕业生,上市公司,20k-35k,学历不限,电商
上海,数据分析师,数据分析,,2000人以上,阿里云,经验应届毕业生,上市公司,18k-36k,学历不限,"电商,企业服务"
上海,数据分析师,数据分析,,2000人以上,华住酒店集团,经验1-3年,上市公司,12k-17k,本科及以上,"旅游,消费生活"
上海,数据分析师,数据分析,,2000人以上,美团点评,经验3-5年,上市公司,15k-30k,本科及以上,消费生活
上海,数据分析师,数据分析,,2000人以上,字节跳动,经验1-3年,C轮,15k-30k,本科及以上,文娱丨内容
上海,数据分析师,数据分析,,2000人以上,字节跳动,经验3-5年,C轮,8k-15k,本科及以上,文娱丨内容
上海,数据分析师,数据分析,,500-2000人,OYO,经验3-5年,不需要融资,15k-25k,本科及以上,移动互联网
上海,数据分析师,数据分析,,500-2000人,小红书,经验3-5年,D轮及以上,15k-30k,本科及以上,消费生活
上海,数据分析师,数据分析,,50-150人,Hypers,经验1-3年,上市公司,8k-16k,本科及以上,移动互联网
上海,数据分析师,数据分析,,50-150人,久谦咨询,经验不限,未融资,9k-18k,本科及以上,"企业服务,数据服务"
上海,数据分析师,"数据分析,SPSS",,150-500人,DataStory,经验1-3年,B轮,10k-20k,本科及以上,数据服务
上海,数据分析师,"数据分析,SPSS",,50-150人,智将广告,经验1-3年,B轮,5k-9k,本科及以上,"移动互联网,电商"
上海,数据分析师,"数据分析,SQL",,,即刻,经验1-3年,C轮,12k-20k,本科及以上,移动互联网
上海,数据分析师,"数据分析,SQL",,500-2000人,上海你我贷互联网金融信息服务,经验3-5年,上市公司,20k-30k,本科及以上,金融
上海,数据分析师,"数据分析,SQL",,50-150人,瓴里网络,经验1-3年,A轮,13k-25k,本科及以上,移动互联网
上海,数据分析师,"数据分析,可视化,数据运营",,500-2000人,乐元素游戏,经验3-5年,不需要融资,20k-35k,本科及以上,"移动互联网,游戏"
上海,数据分析师,"数据分析,商业",,500-2000人,神州数码,经验不限,上市公司,8k-15k,硕士及以上,"硬件,数据服务"
上海,数据分析师,"数据分析,数据库",,,独立日,经验5-10年,B轮,15k-18k,本科及以上,移动互联网
上海,数据分析师,"数据分析,数据库",,2000人以上,携程,经验1-3年,上市公司,15k-30k,本科及以上,旅游
上海,数据分析师,"数据分析,数据库",,50-150人,上海软科教育,经验不限,不需要融资,7k-10k,硕士及以上,企业服务
上海,数据分析师,"数据分析,数据运营",,15-50人,责己,经验3-5年,天使轮,8k-12k,学历不限,"电商,移动互联网"
上海,数据分析师,"数据分析,数据运营",,2000人以上,平安金服,经验5-10年,上市公司,30k-60k,本科及以上,金融
上海,数据分析师,"数据分析,数据运营",,50-150人,瑛麒动漫,经验3-5年,A轮,10k-20k,大专及以上,"移动互联网,文娱丨内容"
上海,数据分析师,"数据库,数据分析,SQL",,,众安保险,经验3-5年,上市公司,20k-35k,本科及以上,金融
上海,数据分析师,数据运营,,150-500人,mobike摩拜单车,经验1-3年,D轮及以上,10k-15k,本科及以上,汽车丨出行
上海,数据分析师,"物流,大数据,可视化,增长黑客,数据运营,数据库",,150-500人,上海寰易,经验1年以下,上市公司,10k-15k,本科及以上,"金融,企业服务"
上海,数据分析师,新零售,,2000人以上,永辉云创科技有限公司,经验3-5年,D轮及以上,19k-28k,本科及以上,"电商,消费生活"
上海,数据分析师,"信息安全,数据分析,数据库,SQL",,150-500人,派拉软件,经验3-5年,上市公司,25k-40k,硕士及以上,数据服务
上海,数据分析师,医疗健康,,50-150人,安我,经验1-3年,A轮,10k-20k,本科及以上,医疗丨健康
上海,数据分析师,"医疗健康,大数据,数据分析",,,派兰数据,经验不限,天使轮,8k-15k,硕士及以上,"数据服务,医疗丨健康"
上海,数据分析师,"移动互联网,大数据,数据分析,数据运营",,150-500人,聪盛网络,经验1年以下,A轮,8k-10k,本科及以上,"游戏,移动互联网"
上海,数据分析师,"移动互联网,教育,BI,数据分析,数据运营,SQL",,,小站教育,经验1-3年,C轮,7k-9k,本科及以上,"移动互联网,教育"
上海,数据分析师,"移动互联网,金融,数据分析,SQL",,500-2000人,Oriente,经验3-5年,B轮,15k-25k,本科及以上,"移动互联网,金融"
上海,数据分析师,"移动互联网,数据分析,BI,商业,SQL",,,众安保险,经验5-10年,上市公司,20k-35k,本科及以上,金融
上海,数据分析师,"移动互联网,数据分析,商业,数据运营",,500-2000人,韩创科技,经验1-3年,不需要融资,8k-16k,本科及以上,"移动互联网,文娱丨内容"
上海,数据分析师,"银行,SQL,数据库,数据分析",,50-150人,信用生活,经验1-3年,A轮,10k-20k,本科及以上,"移动互联网,金融"
上海,数据分析师,"银行,数据分析",,2000人以上,SAS,经验不限,不需要融资,10k-20k,硕士及以上,"企业服务,数据服务"
上海,数据分析师,游戏,,150-500人,莉莉丝游戏,经验1-3年,不需要融资,12k-24k,本科及以上,"移动互联网,游戏"
上海,数据分析师,"游戏,SQL,SPSS,数据分析",,15-50人,噗嗤游戏,经验不限,不需要融资,15k-30k,大专及以上,"游戏,社交"
上海,数据分析师,"游戏,大数据,数据分析",,,巨人网络,经验3-5年,上市公司,15k-30k,本科及以上,游戏
上海,数据分析师,"云计算,大数据,数据分析",,15-50人,艾天科技,经验3-5年,不需要融资,10k-20k,学历不限,"企业服务,数据服务"
上海,数据分析师 (MJ000268),数据分析,,,星环科技,经验不限,C轮,10k-20k,本科及以上,数据服务
上海,数据分析师 (MJ001006),"商业,数据分析,增长黑客",,2000人以上,哔哩哔哩,经验3-5年,上市公司,20k-35k,本科及以上,"移动互联网,文娱丨内容"
上海,数据分析师 (MJ001038),数据分析,,,挖财,经验1-3年,D轮及以上,15k-25k,学历不限,工具
上海,数据分析师 (MJ003207),"SPSS,SQL,数据库,数据分析",,,哈啰出行,经验不限,D轮及以上,15k-25k,学历不限,"移动互联网,硬件"
上海,数据分析师 Data Account M...,数据分析,,50-150人,埃特公关,经验3-5年,不需要融资,10k-15k,本科及以上,广告营销
上海,数据分析师(J10040),电商,,500-2000人,上海百秋,经验1-3年,未融资,8k-10k,本科及以上,"电商,企业服务"
上海,数据分析师(J11968),"互联网金融,数据分析,数据运营,数据库,SQL",,500-2000人,2345.com,经验1-3年,上市公司,10k-18k,本科及以上,"数据服务,移动互联网"
上海,数据分析师(J18427),"数据分析,数据仓库,数据库开发",,2000人以上,携程,经验3-5年,上市公司,15k-30k,本科及以上,旅游
上海,数据分析师(KOL方向),数据分析,,,长投学堂,经验不限,A轮,10k-20k,硕士及以上,移动互联网
上海,数据分析师（车贷）(J11975),"互联网金融,数据分析,MySQL",,500-2000人,2345.com,经验1-3年,上市公司,10k-17k,本科及以上,"数据服务,移动互联网"
上海,数据分析师（电商策略方向）,电商,,150-500人,南极电商,经验3-5年,上市公司,15k-30k,本科及以上,"电商,移动互联网"
上海,数据分析师（风控）,"电商,数据挖掘,数据分析,数据处理,MySQL",,500-2000人,淘集集,经验5-10年,B轮,20k-40k,本科及以上,电商
上海,数据分析师（风控方向）,"电商,移动互联网,SQL,数据库",,,拼多多,经验1-3年,上市公司,20k-40k,本科及以上,"电商,移动互联网"
上海,数据分析师（风控建模方向-...,"Java,数据分析",,150-500人,中诚信征信,经验1-3年,不需要融资,15k-30k,硕士及以上,"数据服务,人工智能"
上海,数据分析师（广告方向）,"Hive,MySQL,数据分析",,,拼多多,经验3-5年,上市公司,20k-40k,本科及以上,"电商,移动互联网"
上海,数据分析师（极融） (MJ000671),"BI,数据分析,数据运营",,500-2000人,上海你我贷互联网金融信息服务,经验1年以下,上市公司,15k-20k,本科及以上,金融
上海,数据分析师（可视化）,"医疗健康,移动互联网,BI,可视化,SPSS,数据库",,,心理壹点灵,经验3-5年,A轮,10k-20k,本科及以上,"移动互联网,医疗丨健康"
上海,数据分析师（平台治理方向）,"游戏,大数据,数据挖掘,数据分析",,,拼多多,经验1年以下,上市公司,15k-30k,本科及以上,"电商,移动互联网"
上海,数据分析师(商业方向，中高级,大数据,,50-150人,一面数据,经验1-3年,A轮,10k-20k,本科及以上,"移动互联网,数据服务"
上海,数据分析师（上海）,大数据,,500-2000人,乐麦信息技术（杭州）有限公司,经验不限,不需要融资,7k-13k,本科及以上,电商
上海,数据分析师（社交方向）,"MySQL,Hadoop,Spark,数据分析",,,拼多多,经验1-3年,上市公司,20k-40k,本科及以上,"电商,移动互联网"
上海,数据分析师（市场研究）,"大数据,数据分析,SPSS",,15-50人,上海晏鼠计算机技术有限公司,经验1-3年,不需要融资,8k-10k,大专及以上,"移动互联网,电商"
上海,数据分析师（数据BP）(J11909),"电商,移动互联网,数据分析",,500-2000人,2345.com,经验3-5年,上市公司,12k-20k,本科及以上,"数据服务,移动互联网"
上海,数据分析师(数据应用方向),"大数据,新零售,数据运营,数据分析,增长黑客",,50-150人,上海滩网,经验3-5年,未融资,10k-20k,本科及以上,消费生活
上海,数据分析师（数据运营）,"数据分析,数据运营,数据库",,50-150人,驰骛科技ChiefClouds,经验3-5年,A轮,10k-20k,本科及以上,"数据服务,移动互联网"
上海,数据分析师（数据中心）,"数据分析,数据处理,SQLServer",,500-2000人,收钱吧,经验1-3年,C轮,15k-25k,本科及以上,移动互联网
上海,数据分析师（文本数据建模）,"信息安全,大数据,数据分析,数据仓库,数据架构,数据挖掘",,150-500人,上海浩宜信息科技有限公司,经验1-3年,不需要融资,5k-8k,本科及以上,"数据服务,人工智能"
上海,数据分析师（小回音APP）,"社交,移动互联网",,150-500人,虎扑,经验3-5年,D轮及以上,10k-20k,本科及以上,"移动互联网,文娱丨内容"
上海,数据分析师（新零售）,"大数据,数据分析",,,微盟,经验1-3年,上市公司,8k-10k,本科及以上,企业服务
上海,数据分析师（应届生）,"电商,大数据",,500-2000人,乐麦信息技术（杭州）有限公司,经验不限,不需要融资,6k-10k,本科及以上,电商
