地点,标题,岗位标签,岗位福利,公司规模,公司名称,经验,融资情况,薪资,学历,所属行业
北京,数据分析师（商业分析团队）,"数据分析,SQL",七险一金，免费自助餐，健身房，大咖云集,,闪银奇异,经验1-3年,D轮及以上,10k-15k,本科及以上,"移动互联网,金融"
北京,数据分析师（社区内容）,"BI,数据分析",上升空间大,,知乎,经验不限,D轮及以上,20k-40k,本科及以上,社交
北京,数据分析师（市场）,"市场,数据分析",数据分析,2000人以上,京东集团,经验5-10年,上市公司,20k-30k,本科及以上,电商
北京,数据分析师（数据策略方向）,"电商,汽车,商业,SQL,SPSS,数据分析","股票期权,独角兽,领导好,团队好",,车好多集团,经验3-5年,D轮及以上,15k-30k,本科及以上,消费生活
北京,数据分析师（数据产品方向）,"大数据,数据分析","带薪年假,餐补,采暖补贴,补充医疗保",500-2000人,网信,经验1-3年,不需要融资,8k-15k,本科及以上,"金融,移动互联网"
北京,数据分析师（数据产品方向）,"大数据,数据挖掘,数据分析","优秀的团队,核心部门,发展空间大",500-2000人,陌陌,经验3-5年,上市公司,20k-40k,本科及以上,社交
北京,数据分析师（数据产品开发与...,"移动互联网,金融,数据分析,数据运营,SQL",弹性工作，不打卡，领导nice，补充医疗,150-500人,天创信用,经验3-5年,B轮,15k-30k,本科及以上,"移动互联网,金融"
北京,数据分析师（数据处理方向）,"数据分析,MySQL,SQLServer",发展空间大,,凡普金科,经验3-5年,不需要融资,15k-25k,本科及以上,金融
北京,数据分析师（校招）,商业,快速发展，七险一金、薪酬给力，大牛导师,,数美,经验应届毕业生,B轮,10k-20k,本科及以上,"企业服务,数据服务"
北京,数据分析师（信息流业务方向）,"商业,数据分析",团队氛围好，职业选择清晰,2000人以上,爱奇艺,经验3-5年,上市公司,10k-20k,本科及以上,文娱丨内容
北京,数据分析师（业务分析）-【商...,数据分析,扁平化管理,2000人以上,快手,经验3-5年,D轮及以上,20k-40k,本科及以上,文娱丨内容
北京,数据分析师（业务支持）,数据分析,大平台 成长快,2000人以上,美团点评,经验1-3年,上市公司,10k-15k,本科及以上,消费生活
北京,数据分析师（应届生）,"大数据,数据分析,数据库",大数据 多绩效 BI 数据仓储,,柏睿数据,经验不限,B轮,6k-10k,本科及以上,"数据服务,信息安全"
北京,数据分析师（增长策略）,"电商,数据分析,SQL,增长黑客",成长空间、技能提升、免费三餐,,省钱快报,经验5-10年,C轮,25k-50k,本科及以上,"移动互联网,电商"
北京,数据分析师（智能出行方向）,"大数据,数据挖掘,数据分析","数据监测,数据分析",,嘀嗒出行,经验1-3年,D轮及以上,15k-25k,本科及以上,汽车丨出行
北京,数据分析师/商业分析师,"电商,新零售,SQL,数据分析,数据运营",平台大， 大牛多，良好的团队氛围,,车好多集团,经验不限,D轮及以上,18k-28k,本科及以上,消费生活
北京,数据分析师/数据产品,"电商,SQL,数据分析,数据运营,数据库","D轮融资,14-16薪,餐补,弹性时间",,易点租,经验1-3年,D轮及以上,10k-20k,本科及以上,电商
北京,数据分析师/数据科学家,"数据分析,数据挖掘,算法","薪酬福利优,领导靠谱,成长空间",2000人以上,商汤科技,经验3-5年,C轮,20k-40k,硕士及以上,人工智能
北京,数据分析师-03,"金融,数据分析",14薪；年轻有活力的团队；五险一金；,50-150人,希为科技,经验1-3年,不需要融资,13k-25k,本科及以上,"企业服务,金融"
北京,数据分析师-BI,"本地生活,移动互联网,BI,数据分析,数据运营",五险一金、补充医疗、高额餐补、高额奖金,,e代驾,经验3-5年,D轮及以上,10k-20k,本科及以上,"移动互联网,消费生活"
北京,数据分析师DA,数据分析,详见公司福利,2000人以上,任买科技,经验1-3年,不需要融资,15k-25k,本科及以上,"消费生活,金融"
北京,数据分析师-KOL方向,数据分析,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,经验3-5年,C轮,10k-20k,本科及以上,文娱丨内容
北京,数据分析师SXG10,移动互联网,"发展空间大,工作氛围好,各种团建",2000人以上,中国信通院,经验1-3年,不需要融资,8k-10k,本科及以上,通讯电子
北京,数据分析师-北京,"大数据,商业,BI,可视化,数据分析","五险一金,餐补,补充医疗,14薪",,神策数据,经验3-5年,C轮,15k-25k,本科及以上,数据服务
北京,数据分析师-北京,"数据分析,算法",发展平台好，环境好,50-150人,久谦咨询,经验不限,未融资,9k-18k,学历不限,"企业服务,数据服务"
北京,数据分析师-风控,"可视化,数据分析,商业,SQL",发展空间大,,凡普金科,经验1-3年,不需要融资,15k-25k,本科及以上,金融
北京,数据分析师-风险评估方向,审核,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,经验1-3年,C轮,10k-20k,本科及以上,文娱丨内容
北京,数据分析师-火车票事业部(J...,数据分析,地铁旁、年度旅游、年终奖、绩效奖金,,去哪儿网,经验3-5年,不需要融资,20k-40k,本科及以上,旅游
北京,数据分析师--偏数据应用产品,"商业,BI,可视化",大平台 福利健全,2000人以上,京东数字科技,经验3-5年,上市公司,20k-35k,本科及以上,金融
北京,数据分析师-企业SaaS应用,hadoop,六险一金，免费三餐，租房补贴，休闲下午茶,2000人以上,字节跳动,经验3-5年,C轮,25k-50k,本科及以上,文娱丨内容
北京,数据分析师-社会化媒体-北京,"大数据,移动互联网,市场分析,数据分析,行业分析,市场",发展空间大、福利待遇各项补贴、专业性高,500-2000人,AdMaster,经验不限,不需要融资,6k-8k,本科及以上,数据服务
北京,数据分析师实习生,数据挖掘,免费三餐，租房补贴，休闲下午茶，扁平管理,2000人以上,字节跳动,经验应届毕业生,C轮,8k-10k,本科及以上,文娱丨内容
北京,数据分析师-市场营销部(J13...,"旅游,商业,数据分析,数据运营",氛围好,,去哪儿网,经验3-5年,不需要融资,15k-25k,本科及以上,旅游
北京,数据分析师-数据建模方向-L...,数据分析,"班车,餐补",2000人以上,京东数字科技,经验3-5年,上市公司,20k-40k,本科及以上,金融
北京,数据分析师-业务分析方向,"电商,商业,BI",年底四薪，三餐免费，内部机会多，年假多,2000人以上,贝壳,经验3-5年,D轮及以上,20k-40k,本科及以上,房产家居
北京,数据分析师-业务分析方向,"数据架构,数据挖掘,数据分析","内部晋升,六险一金,免费班车",2000人以上,贝壳,经验5-10年,D轮及以上,25k-35k,本科及以上,房产家居
北京,数据分析师-业务运营方向,"数据分析,数据运营,SQL,数据库",福利待遇好、带薪年假、弹性工作,2000人以上,贝壳,经验5-10年,D轮及以上,18k-35k,本科及以上,房产家居
北京,数据分析师-英语教育产品,数据分析,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,经验1-3年,C轮,15k-30k,本科及以上,文娱丨内容
北京,数据分析师-营收活动方向,产品,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,经验1-3年,C轮,15k-30k,本科及以上,文娱丨内容
北京,数据分析师-用户方向,数据分析,"六险一金,扁平化管理,朝阳行业",,同程艺龙,经验3-5年,上市公司,10k-20k,本科及以上,旅游
北京,数据分析师-用户画像方向,"电商,新零售,运营,产品运营,用户运营,电商运营","C2M,牛人多,盈利平台",150-500人,必要商城,经验3-5年,不需要融资,15k-25k,本科及以上,电商
北京,数据分析师-用户增长,"电商,新零售,Hive,MySQL,数据处理","C2M,牛人多,盈利平台",150-500人,必要商城,经验3-5年,不需要融资,15k-30k,本科及以上,电商
北京,数据分析师-用户增长方向,数据分析,六险一金 扁平管理 空间大,,雪球,经验3-5年,D轮及以上,18k-35k,本科及以上,金融
北京,数据分析师-用户增长方向,"数据分析,SQL","牛人团队,带薪年假,16薪考核,快速成长",500-2000人,微聚未来,经验3-5年,不需要融资,15k-30k,本科及以上,"移动互联网,金融"
北京,数据分析师-增长,"ETL,数据仓库,数据分析,SQLServer",发展空间大,,凡普金科,经验1-3年,不需要融资,15k-25k,本科及以上,金融
北京,数据分析师-增长方向,数据分析,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,经验1-3年,C轮,10k-20k,本科及以上,文娱丨内容
北京,数据分析师-增长方向,"数据分析,SQL",发展空间大,,美柚,经验3-5年,D轮及以上,15k-30k,本科及以上,移动互联网
北京,数据分析师-直播产品方向,产品,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,经验3-5年,C轮,15k-30k,本科及以上,文娱丨内容
北京,数据分析师-直播方向,产品,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,经验3-5年,C轮,15k-30k,本科及以上,文娱丨内容
北京,数据分析实习,"汽车,Hive,数据分析",报酬优厚、空间广阔、成长迅速、福利众多,2000人以上,滴滴,经验应届毕业生,不需要融资,2k-4k,本科及以上,汽车丨出行
北京,数据分析实习,"医疗健康,数据分析,SPSS",五险一金，节日福利，员工关怀，环境好，,50-150人,诺道医学,经验不限,A轮,6k-8k,硕士及以上,"移动互联网,医疗丨健康"
北京,数据分析实习,"智能硬件,物流,数据处理",平台优势，若表现优异有机会实习期后转正,2000人以上,北京联想科技有限公司,经验不限,上市公司,2k-4k,本科及以上,"移动互联网,企业服务"
北京,数据分析实习生,大数据,"餐补,交通补",50-150人,博雅大数据学院,经验应届毕业生,未融资,4k-6k,硕士及以上,教育
北京,数据分析实习生,"大数据,数据分析",数据分析,500-2000人,小红书,经验应届毕业生,D轮及以上,2k-4k,本科及以上,消费生活
北京,数据分析实习生,互联网金融,"牛人团队,带薪年假,16薪考核,快速成长",500-2000人,微聚未来,经验不限,不需要融资,6k-8k,本科及以上,"移动互联网,金融"
北京,数据分析实习生,教育,上市公司 包晚餐 零食水果,2000人以上,好未来,经验不限,上市公司,200k-300k,本科及以上,教育
北京,数据分析实习生,"移动互联网,游戏,数据分析,SQL,数据库,商业","北大博士,腾讯大牛,电竞大数据,转正机会",50-150人,Max+&小黑盒,经验应届毕业生,A轮,4k-8k,本科及以上,游戏
北京,数据分析挖掘,"大数据,银行,数据挖掘,数据分析",七险一金，不加班；晋升快速，涨知识；,150-500人,索信达数据,经验3-5年,上市公司,30k-50k,本科及以上,人工智能
北京,数据分析与模型开发工程师,"后端,音频处理,软件开发",大平台 人工智能,2000人以上,微创软件,经验不限,不需要融资,8k-10k,本科及以上,"企业服务,移动互联网"
北京,数据分析员,"电商,数据分析","上市公司,六险一金,年度旅游,年度体检",150-500人,久爱致和,经验1年以下,上市公司,5k-7k,本科及以上,电商
北京,数据分析员,"电商,新零售,数据仓库,数据分析,数据处理","上市公司,六险一金,年度旅游,年度体检",150-500人,久爱致和,经验1年以下,上市公司,5k-7k,本科及以上,电商
北京,数据分析主管,保险,五险一金，年终奖，免费体检，免费班车,500-2000人,泰康在线,经验3-5年,不需要融资,15k-20k,本科及以上,"移动互联网,金融"
北京,数据分析主管,"数据分析,SPSS,SQL",大平台 成长空间大,2000人以上,美团点评,经验3-5年,上市公司,15k-30k,本科及以上,消费生活
北京,数据分析助理,数据分析,老板nice，年轻团队，帅哥美女多！,15-50人,骨朵传媒,经验不限,A轮,5k-6k,本科及以上,移动互联网
北京,数据分析助理工程师,"医疗健康,数据分析,数据处理",可接触到行业内顶尖师资力量，跟随一起学习,15-50人,亿脑科技,经验不限,未融资,8k-10k,本科及以上,"硬件,人工智能"
北京,数据分析专家,"BI,可视化,数据分析,数据运营",技术硬，环境佳，近地铁，独角兽背景,2000人以上,Paytm,经验5-10年,不需要融资,20k-35k,本科及以上,"电商,移动互联网"
北京,数据分析专家,"SQL,增长黑客,数据分析",快速发展,2000人以上,快手,经验3-5年,D轮及以上,25k-45k,本科及以上,文娱丨内容
北京,数据分析专家,"可视化,BI,商业,数据分析",成长空间大，五险一金,2000人以上,玖富数科集团,经验5-10年,D轮及以上,20k-40k,本科及以上,金融
北京,数据分析专家,数据分析,"5亿用户,六险一金",150-500人,墨迹天气,经验5-10年,不需要融资,25k-35k,本科及以上,工具
北京,数据分析专家,"数据分析,SQL",平台大，福利好，团队棒,2000人以上,滴滴,经验3-5年,不需要融资,20k-30k,本科及以上,汽车丨出行
北京,数据分析专家,"数据分析,数据运营","成长快,大平台",2000人以上,360,经验5-10年,上市公司,20k-35k,本科及以上,信息安全
北京,数据分析专家 (MJ000117),"运营,APP推广",7险一金 上市公司,500-2000人,新东方在线,经验不限,不需要融资,15k-30k,学历不限,"移动互联网,教育"
北京,数据分析专家(J190415021),滴滴,弹性工时，免费通勤班车，福利晚餐,2000人以上,滴滴,经验5-10年,不需要融资,15k-30k,本科及以上,汽车丨出行
北京,数据分析专员,"电商,数据分析",工作环境好，业务增长迅速，人际关系简单,,52TOYS,经验1-3年,A轮,8k-12k,大专及以上,"游戏,广告营销"
北京,数据分析专员,数据分析,"带薪年假,地铁周边,五险一金",2000人以上,百乘金科集团,经验1-3年,上市公司,8k-10k,本科及以上,金融
北京,数据分析专员,数据分析,"地铁周边,节日福利,年终奖金,晋升空间",2000人以上,百乘金科集团,经验1-3年,上市公司,8k-10k,本科及以上,金融
北京,数据分析专员,"数据分析,SQL",成长空间大，五险一金,2000人以上,玖富数科集团,经验1年以下,D轮及以上,5k-10k,本科及以上,金融
北京,数据分析专员,"数据分析,效果跟踪,新媒体运营",公司资源，发展前景，加班少,,笔记侠,经验1年以下,A轮,7k-10k,本科及以上,移动互联网
北京,数据分析专员,"数据运营,数据分析",五险一金 扁平化管理,50-150人,叮咚钱包,经验1-3年,不需要融资,6k-10k,大专及以上,金融
北京,数据分析专员,"移动互联网,视频,数据分析",福利待遇佳，发展前景好,50-150人,papitube,经验不限,A轮,9k-11k,本科及以上,"文娱丨内容,移动互联网"
北京,数据分析专员 (MJ001731),"教育,MySQL,数据分析",六险一金，热点行业，住房补贴,,作业盒子,经验1-3年,C轮,15k-22k,本科及以上,教育
北京,数据分析总监,"大数据,旅游,数据挖掘,数据分析,数据处理,算法",公司发展好 实力强,50-150人,薛家庄旅游开发,经验10年以上,不需要融资,40k-70k,本科及以上,"旅游,文娱丨内容"
北京,数据分析总监(北京),"大数据,旅游,数据仓库,数据分析,数据处理,Hive",大数据方向,50-150人,薛家庄旅游开发,经验10年以上,不需要融资,45k-60k,本科及以上,"旅游,文娱丨内容"
北京,数据分析总监-北京-04771,"游戏,数据分析,数据运营",MMO项目；游戏数据分析,500-2000人,龙图游戏,经验5-10年,不需要融资,20k-26k,本科及以上,游戏
北京,数据科学家 - 数据分析,"ETL,MySQL,数据分析,数据处理","硅谷独角兽,独角兽,纯英文办公",2000人以上,Airbnb,经验3-5年,D轮及以上,30k-50k,硕士及以上,移动互联网
北京,小米贷款数据分析师,数据分析,大平台,2000人以上,小米,经验3-5年,D轮及以上,18k-35k,学历不限,硬件
北京,业务数据分析师,电商,绩效奖金，五险一金，免费班车，午餐补助,2000人以上,京东集团,经验3-5年,上市公司,10k-20k,本科及以上,电商
北京,用户增长数据分析,"大数据,互联网金融,数据分析,数据挖掘,数据处理",班车，餐补，平台,2000人以上,京东数字科技,经验5-10年,上市公司,20k-40k,本科及以上,金融
北京,有品-数据分析师,运营,"发展空间大,绩效激励,每日餐补",2000人以上,小米,经验3-5年,D轮及以上,15k-30k,本科及以上,硬件
北京,增长策略数据分析师,"商业,增长黑客,数据分析,数据运营",业务全球化，项目盈利，同事精英,,HOLLA Group,经验1-3年,A轮,10k-20k,本科及以上,"移动互联网,社交"
北京,增长黑客-数据分析方向,"增长黑客,数据分析,数据运营,商业","精湛的团队,超牛的技术,超棒的领导",,天眼查,经验不限,A轮,25k-50k,学历不限,数据服务
北京,增长数据分析,"电商,移动互联网,数据分析,SQL",平台大 发展好,2000人以上,京东集团,经验3-5年,上市公司,15k-25k,本科及以上,电商
北京,增长数据分析,"电商,移动互联网,数据挖掘,数据分析",平台大 发展好,2000人以上,京东集团,经验5-10年,上市公司,30k-50k,本科及以上,电商
北京,战略合作部-数据分析师 (MJ...,"广告营销,数据分析","有挑战业务,智能营销,团队融洽",2000人以上,搜狗,经验3-5年,上市公司,15k-30k,本科及以上,工具
北京,资深/高级数据分析-B端策略...,"电商,本地生活,商业,BI,可视化",年底四薪，三餐免费，班车，,2000人以上,贝壳,经验3-5年,D轮及以上,30k-40k,本科及以上,房产家居
北京,资深数据分析师,"BI,数据分析",发展空间大，年底双薪，午餐补贴,,小鹏汽车,经验3-5年,B轮,15k-25k,本科及以上,汽车丨出行
北京,资深数据分析师,"Hadoop,ETL,Hive,数据分析",优质平台,2000人以上,贝壳,经验5-10年,D轮及以上,35k-55k,本科及以上,房产家居
北京,资深数据分析师,"电商,商业","近地铁,扁平化,前景好,弹性时间",2000人以上,58到家,经验5-10年,D轮及以上,30k-45k,本科及以上,消费生活
北京,资深数据分析师,"分类信息,数据分析",核心岗位，六险一金,2000人以上,网易,经验5-10年,上市公司,30k-50k,本科及以上,电商
北京,资深数据分析师,"商业,数据运营,数据分析",弹性工作,150-500人,蘑菇智行,经验5-10年,A轮,25k-50k,本科及以上,"移动互联网,电商"
北京,资深数据分析师,数据分析,六险一金 年终奖,2000人以上,爱奇艺,经验3-5年,上市公司,20k-40k,本科及以上,文娱丨内容
北京,资深数据分析师,数据分析,六险一金，弹性工作，免费三餐，团队氛围好,2000人以上,字节跳动,经验不限,C轮,15k-30k,本科及以上,文娱丨内容
北京,资深数据分析师,"数据分析,Hive,数据处理,数据挖掘",绩效奖金 年底多薪 弹性工时,50-150人,区块节点,经验3-5年,不需要融资,20k-40k,本科及以上,移动互联网
北京,资深数据分析师,"数据分析,数据库,增长黑客,商业",五险一金、风口赛道、无天花板、与大咖共事,150-500人,V8实拍,经验3-5年,B轮,20k-40k,本科及以上,移动互联网
北京,资深数据分析师 (MJ000237),"医疗健康,移动互联网,数据分析,SQLServer","五险一金,补充医疗保险,绩效奖金",,轻松筹,经验3-5年,C轮,15k-25k,本科及以上,"移动互联网,金融"
北京,资深数据分析师(J181121016),滴滴,高速成长，核心业务,2000人以上,滴滴,经验3-5年,不需要融资,25k-40k,本科及以上,汽车丨出行
北京,资深数据分析师(J190405002),滴滴,高速成长，核心业务,2000人以上,滴滴,经验3-5年,不需要融资,20k-40k,本科及以上,汽车丨出行
北京,资深数据分析师(J190524007),滴滴,成长空间 友爱团队,2000人以上,滴滴,经验5-10年,不需要融资,30k-40k,学历不限,汽车丨出行
成都,初级数据分析师（技术方向）,"电商,大数据,数据库","大数据,五险一金,带薪年假,年终奖",50-150人,映潮科技,经验1年以下,未融资,5k-7k,本科及以上,数据服务
成都,大数据分析（驻场）,"数据分析,DBA,SQL","五险一金,团聚,欢乐,学习",50-150人,海康交通大数据,经验5-10年,不需要融资,15k-30k,本科及以上,"移动互联网,数据服务"
成都,大数据分析师,数据分析,工作餐 五险一金 周末双休,500-2000人,积微物联,经验5-10年,不需要融资,15k-20k,本科及以上,"移动互联网,消费生活"
成都,大数据分析师,数据分析,"五险一金,9天年假起,旅游补贴,医疗报销",500-2000人,成都聚思力信息技术有限公司,经验1-3年,上市公司,15k-25k,本科及以上,"移动互联网,电商"
成都,高级计量模型及数据分析经...,"机器学习,数据挖掘,建模",实力平台；福利亮眼；免费班车；扁平年轻化,150-500人,希望金科,经验5-10年,不需要融资,20k-35k,硕士及以上,"移动互联网,金融"
成都,生物信息工程师基因数据分...,数据分析,"六险一金,免费下午茶,期权激励,行业前景好",,23魔方,经验3-5年,B轮,15k-30k,硕士及以上,"医疗丨健康,数据服务"
成都,数据分析,数据分析,五险一金、国定假期、每周水果、休息室,50-150人,XGATE讯格得,经验不限,不需要融资,12k-20k,硕士及以上,"移动互联网,企业服务"
成都,数据分析,物流,五险一金 年终奖金 大平台 技能提升,2000人以上,京东物流,经验3-5年,上市公司,6k-10k,本科及以上,物流丨运输
成都,数据分析（英语）,"SQL,数据库,数据分析",团队氛围好 五险一金,500-2000人,VXI,经验1-3年,不需要融资,6k-8k,学历不限,移动互联网
成都,数据分析岗（2019年校招）,金融,五险一金年终奖金带薪年假节日福利,150-500人,锦程消费金融公司,经验应届毕业生,未融资,6k-8k,本科及以上,金融
成都,数据分析工程师,"MySQL,数据分析",5险1金 试用期全薪 周末双休,150-500人,优彼致愿,经验3-5年,B轮,5k-9k,本科及以上,"移动互联网,教育"
成都,数据分析工程师,"教育,移动互联网",快速成长 优秀团队,,西瓜创客,经验不限,A轮,15k-25k,本科及以上,教育
成都,数据分析工程师（成都）,"Oracle,MySQL,Hadoop,数据架构",五险一金 加班补助 交通补助 绩效奖金,500-2000人,高信达,经验5-10年,上市公司,12k-16k,本科及以上,不限
成都,数据分析经理,"电商,运营,数据分析","五险一金,交通补贴,餐饮补贴,专业培训",150-500人,中非网,经验5-10年,A轮,7k-10k,本科及以上,"电商,企业服务"
成都,数据分析师,SPSS,社保 带薪年假,50-150人,房助拍,经验1年以下,未融资,3k-5k,大专及以上,其他
成都,数据分析师,"大数据,金融,数据分析","平台好,领导牛,福利好,环境好",50-150人,万益能源,经验5-10年,不需要融资,14k-20k,本科及以上,"企业服务,数据服务"
成都,数据分析师,"大数据,数据分析","包两餐,健身房免费,苹果电脑,成长发展",,西瓜创客,经验不限,A轮,10k-20k,本科及以上,教育
成都,数据分析师,"大数据,银行,数据挖掘,数据分析","互联网银行,互联网金融,大平台",150-500人,新网银行,经验5-10年,不需要融资,15k-30k,本科及以上,金融
成都,数据分析师,分析师,大平台,,有利网,经验1-3年,不需要融资,6k-12k,大专及以上,金融
成都,数据分析师,"数据分析,可视化,商业",宽松氛围、丰厚薪酬,150-500人,易我科技,经验1-3年,不需要融资,8k-10k,本科及以上,"移动互联网,游戏"
成都,数据分析师,"数据库,数据分析",五险一金，弹性工作时间，双休,50-150人,成都交投智慧停车科技有限公司,经验3-5年,不需要融资,11k-18k,本科及以上,"移动互联网,人工智能"
成都,数据分析师,"数据运营,数据分析",大牛多 平台好 空间大 大咖云集,150-500人,乐信圣文,经验1-3年,B轮,8k-16k,本科及以上,"游戏,医疗丨健康"
成都,数据分析师,"移动互联网,电商",带薪年假 五险一金 节日福利 公司旅游,150-500人,Huatek,经验1-3年,未融资,6k-10k,大专及以上,"电商,移动互联网"
成都,数据分析师,"移动互联网,企业服务","年终奖金,有薪年假,双休各种福,五险一金",15-50人,亿嘉联创,经验1-3年,不需要融资,6k-10k,本科及以上,"企业服务,移动互联网"
成都,数据分析师,"移动互联网,数据分析","下午茶,年终奖,团建，培训、津贴等",15-50人,DataCastle,经验1-3年,天使轮,8k-10k,本科及以上,移动互联网
成都,数据分析师,"智能硬件,数据分析,数据运营,BI","五险一金,绩效奖金,弹性工作,行业第一",,极米科技,经验5-10年,D轮及以上,12k-18k,本科及以上,"电商,硬件"
成都,数据分析师（业务）,"大数据,信息安全,数据分析,数据运营","福利待遇好,上升空间大",500-2000人,知道创宇,经验不限,C轮,5k-8k,本科及以上,信息安全
成都,数据分析师-Data Analyst,"金融,SQL,数据分析","世界五百强企业,平台广阔,福利全,氛围好",15-50人,申帝科技,经验1-3年,未融资,10k-15k,本科及以上,"数据服务,金融"
成都,数据分析师-挖掘方向,"电商,大数据,算法,数据挖掘,数据分析","五险一金,年终奖,带薪年假,大数据",50-150人,映潮科技,经验1-3年,未融资,8k-15k,本科及以上,数据服务
成都,数据分析助理,数据分析,牛人众多，产品靠谱，扁平结构，成长快速,,西瓜创客,经验不限,A轮,5k-10k,学历不限,教育
成都,数据分析助理（实习）,"大数据,企业服务","机会多,发展快,创新团队",15-50人,棱镜七彩,经验不限,天使轮,2k-4k,学历不限,信息安全
成都,数据分析专家Leader总监,"数据运营,商业,数据分析",宽松氛围、丰厚薪酬,150-500人,易我科技,经验5-10年,不需要融资,20k-40k,硕士及以上,"移动互联网,游戏"
成都,数据分析专员,"大数据,商业,数据分析","大平台,周末双休,五险一金,年底双薪",,有利网,经验3-5年,不需要融资,8k-12k,本科及以上,金融
成都,数据分析专员,"市场竞争分析,消费者分析,市场分析,数字营销","七险一金,互联网国企,双休不加班",50-150人,环球车享,经验不限,未融资,4k-6k,学历不限,其他
成都,数据分析专员,数据分析,.,2000人以上,蚂蚁物流,经验不限,不需要融资,3k-5k,大专及以上,其他
成都,数据分析专员数据分析实习生,数据分析,"包吃,包住,社保,部门团建",2000人以上,蚂蚁物流,经验不限,不需要融资,3k-5k,大专及以上,其他
成都,物流数据分析岗（成都）,"电商,物流,MySQL,Oracle,数据分析,数据处理",500强、发展空间大、公司规模大,2000人以上,京东物流,经验1-3年,上市公司,5k-10k,本科及以上,物流丨运输
成都,医疗数据分析师,"大数据,医疗健康,数据分析,数据库,SQL","国企,福利好,晋升空间大,不加班",15-50人,成都启迪,经验1-3年,不需要融资,4k-8k,本科及以上,"移动互联网,医疗丨健康"
成都,游戏数据分析师,"游戏运营,用户运营,社区运营,策略运营",弹性工作、五险一金、节日福利、,150-500人,龙渊网络,经验3-5年,B轮,9k-15k,本科及以上,"移动互联网,游戏"
成都,游戏运营策划(数据分析方向),"游戏运营,数据分析","弹性工作,发展空间大,五险一金,技能培训",500-2000人,tap4fun,经验不限,不需要融资,8k-15k,本科及以上,游戏
成都,游戏运营-数据分析方向,"游戏,移动互联网,数据分析,效果跟踪",薪酬优厚不鼓励加班出国旅游成长空间,,91Act,经验3-5年,不需要融资,10k-20k,本科及以上,游戏
成都,游戏运营专员（数据分析方向）,"游戏运营,数据分析","周末双休,扁平管理,年终奖,交通补贴",150-500人,GALASPORTS,经验1-3年,不需要融资,6k-12k,本科及以上,"游戏,移动互联网"
成都,中高级数据分析师,"大数据,金融,数据分析,数据库,数据运营",六险一金 各种补贴 周末双休,150-500人,联通大数据,经验3-5年,不需要融资,10k-20k,本科及以上,数据服务
成都,资深数据分析师,数据分析,"自有项目,前景好",500-2000人,御顺投资,经验3-5年,不需要融资,7k-12k,大专及以上,"移动互联网,金融"
广州,HR-数据分析,"HR,人力资源,人事",,2000人以上,Bigo,经验3-5年,上市公司,15k-25k,本科及以上,"移动互联网,社交"
广州,PTBU-数据分析师,"数据分析,数据挖掘",,500-2000人,酷狗音乐,经验不限,上市公司,15k-25k,本科及以上,文娱丨内容
广州,SPBU-数据分析师,"移动互联网,数据分析",,500-2000人,酷狗音乐,经验3-5年,上市公司,20k-35k,本科及以上,文娱丨内容
广州,WXG01-111 微信数据分析师（...,数据分析,,2000人以上,腾讯,经验1-3年,上市公司,15k-30k,本科及以上,社交
广州,ZBBU-数据分析师,数据分析,,500-2000人,酷狗音乐,经验1-3年,上市公司,10k-20k,本科及以上,文娱丨内容
广州,产品运营-数据分析岗（线上...,"游戏,产品运营,数据分析,游戏运营",,50-150人,嘉米游戏,经验3-5年,不需要融资,8k-16k,本科及以上,"移动互联网,游戏"
广州,大数据数据分析师,数据挖掘,,2000人以上,美的集团IT,经验5-10年,上市公司,15k-25k,本科及以上,硬件
广州,高级数据分析,"数据分析,数据处理",,,百布,经验5-10年,C轮,15k-25k,本科及以上,移动互联网
广州,高级数据分析工程师,"大数据,数据挖掘,数据分析",,150-500人,高奈特,经验3-5年,上市公司,15k-25k,本科及以上,"信息安全,数据服务"
广州,高级数据分析工程师 (MJ000...,"Hive,数据分析",,,荔枝,经验不限,D轮及以上,17k-34k,本科及以上,社交
广州,高级数据分析师,hadoop,,,租租车,经验3-5年,C轮,13k-20k,本科及以上,"旅游,消费生活"
广州,高级数据分析师,"大数据,Hive,MySQL,Oracle,SQLServer",,2000人以上,广发证券,经验3-5年,上市公司,25k-45k,本科及以上,金融
广州,高级数据分析师,"电商,数据分析,数据处理,MySQL",,150-500人,广州小迈,经验3-5年,B轮,15k-25k,本科及以上,移动互联网
广州,高级数据分析师,"社交,移动互联网,数据分析,数据运营,增长黑客",,2000人以上,Bigo,经验不限,上市公司,20k-40k,学历不限,"移动互联网,社交"
广州,高级数据分析师,数据分析,,500-2000人,Gridsum 国双,经验3-5年,上市公司,10k-20k,本科及以上,"数据服务,企业服务"
广州,高级数据分析师,"数据挖掘,数据架构,数据仓库,数据分析",,150-500人,中顺网络,经验3-5年,未融资,15k-25k,大专及以上,"游戏,移动互联网"
