城市名称,标题,地点,岗位标签,岗位福利,公司规模,公司名称,融资情况,经验,所属行业,薪资,学历
北京,【B612】数据挖掘,北京,"Java,数据分析,Scala,算法","技术氛围,技术分享,福利多多,全球业务",50-150人,咚漫,A轮,经验1-3年,"文娱丨内容,其他",10k-20k,本科及以上
北京,AI Lab-数据挖掘算法工程师,北京,"搜索,推荐,数据挖掘,人工智能",六险一金、年底双薪。提供晚餐、弹性工作,2000人以上,好未来,上市公司,经验3-5年,教育,20k-40k,硕士及以上
北京,LBS-数据挖掘工程师,北京,后端开发,平台大 发展空间,2000人以上,美团点评,上市公司,经验5-10年,消费生活,35k-60k,本科及以上
北京,安全数据挖掘负责人,北京,数据挖掘,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,C轮,经验不限,文娱丨内容,40k-70k,本科及以上
北京,安全数据挖掘工程师,北京,数据挖掘,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,30k-50k,本科及以上
北京,安全数据挖掘实习生（可转正）,北京,数据挖掘,弹性工作，免费三餐，租房补贴，休闲下午茶,2000人以上,字节跳动,C轮,经验应届毕业生,文娱丨内容,4k-6k,本科及以上
北京,北京-机器学习数据挖掘自...,北京,"机器学习,数据挖掘",公司规模大 上市公司,2000人以上,百度,不需要融资,经验应届毕业生,工具,18k-25k,本科及以上
北京,大数据机器学习数据挖掘高...,北京,"机器学习,数据挖掘",大平台、发展空间大,2000人以上,百度,不需要融资,经验3-5年,工具,25k-50k,本科及以上
北京,大数据数据挖掘算法工程师,北京,"大数据,云计算,算法,数据挖掘",五险一金、期权奖励、各项补贴等,50-150人,盈嘉互联,不需要融资,经验3-5年,"移动互联网,企业服务",15k-30k,本科及以上
北京,大数据挖掘工程师,北京,"移动互联网,大数据,数据挖掘","福利好,环境佳,网文大佬,互联网平台",500-2000人,阅文集团,上市公司,经验5-10年,文娱丨内容,30k-50k,本科及以上
北京,大数据挖掘技术专家-核心广...,北京,数据挖掘,六险一金，免费三餐，租房补贴，扁平管理,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,38k-65k,本科及以上
北京,大数据挖掘算法工程师,北京,"电商,移动互联网,数据挖掘,算法",平台大 发展好,2000人以上,京东集团,上市公司,经验3-5年,电商,20k-40k,本科及以上
北京,反作弊数据挖掘工程师,北京,数据挖掘,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,C轮,经验1-3年,文娱丨内容,20k-40k,本科及以上
北京,风险数据分析师（数据挖掘）,北京,"数据挖掘,数据分析",五险一金；年度体检；福利补贴；合规合法,挚信资本(A轮),人人贷,A轮,经验1-3年,金融,15K-25K,学历不限
北京,高德-高级算法专家-POI数据...,北京,移动互联网,大平台，待遇好，空间大，16薪,2000人以上,阿里巴巴-高德,上市公司,经验5-10年,工具,25k-45k,本科及以上
北京,高级大数据挖掘算法工程师,北京,"电商,大数据,数据挖掘",500强互联网企业，福利待遇好,2000人以上,京东集团,上市公司,经验3-5年,电商,25k-45k,本科及以上
北京,高级数据挖掘工程师,北京,Hadoop,六险一金、多重福利,500-2000人,竞技世界,不需要融资,经验5-10年,"移动互联网,游戏",20k-40k,本科及以上
北京,高级数据挖掘工程师,北京,"大数据,数据挖掘,数据处理,Hadoop",五险一金、弹性工作、双休、团队氛围好,2000人以上,小米,D轮及以上,经验不限,硬件,25k-50k,学历不限
北京,高级数据挖掘工程师,北京,"地图,算法,数据挖掘,数据仓库,Java","高薪,技术氛围好,项目好,平台大",2000人以上,滴滴,不需要融资,经验不限,汽车丨出行,35k-70k,本科及以上
北京,高级数据挖掘工程师,北京,数据挖掘,七险一金，带薪年假,,火花思维,C轮,经验3-5年,"移动互联网,教育",20k-40k,本科及以上
北京,高级数据挖掘工程师,北京,"数据挖掘,数据仓库,算法","高薪高股,六险一金,提供三餐,房补",150-500人,最右,C轮,经验3-5年,文娱丨内容,40k-80k,本科及以上
北京,高级数据挖掘工程师,北京,"数据挖掘,数据分析",互联网新零售业务公司,2000人以上,瑞幸咖啡,上市公司,经验3-5年,"移动互联网,消费生活",15k-30k,本科及以上
北京,高级数据挖掘工程师,北京,"数据挖掘,数据架构,数据仓库,算法",高密度优秀人才 扁平 开放 发展空间大,500-2000人,品友互动,D轮及以上,经验3-5年,"移动互联网,广告营销",20k-40k,硕士及以上
北京,高级数据挖掘工程师,北京,"数据挖掘,算法","大型上市公司，美女多,福利好",150-500人,阿里发,B轮,经验5-10年,"移动互联网,房产家居",30k-60k,本科及以上
北京,高级数据挖掘工程师,北京,"算法,数据挖掘,Hadoop,Spark",集团公司、绩效奖金、晋升、团建、年终奖,500-2000人,新意互动,上市公司,经验3-5年,广告营销,20k-40k,本科及以上
北京,高级数据挖掘工程师,北京,"移动互联网,电商,数据挖掘,算法",五险一金、弹性工时等,150-500人,掌通未来,不需要融资,经验3-5年,"移动互联网,教育",20k-36k,本科及以上
北京,高级数据挖掘工程师-【商业化】,北京,数据挖掘,扁平化管理,2000人以上,快手,D轮及以上,经验3-5年,文娱丨内容,20k-40k,本科及以上
北京,高级算法--POI数据挖掘,北京,数据挖掘,平台好，级别高，待遇好,2000人以上,阿里巴巴-高德,上市公司,经验5-10年,工具,20k-40k,本科及以上
北京,高级算法工程师【推荐、搜索、...,北京,"互联网金融,借贷,算法,数据挖掘,机器学习,搜索",七险一金、15-20薪、牛人团队,500-2000人,微聚未来,不需要融资,经验3-5年,"移动互联网,金融",40k-80k,本科及以上
北京,高级资深数据挖掘工程师-...,北京,数据挖掘,150天；免费三餐下午茶,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,30k-60k,本科及以上
北京,高级资深数据挖掘工程师-...,北京,数据挖掘,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,30k-60k,本科及以上
北京,广告反作弊数据挖掘工程师,北京,后端开发,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,C轮,经验1-3年,文娱丨内容,25k-50k,本科及以上
北京,行为数据挖掘专家,北京,"算法,数据挖掘,数据处理","国际化团队,团队负责人,专注技术,年终期权",蚂蚁金服(D轮及以上)，DCM;华创(A轮)，IDG(天使轮),AKULAKU,D轮及以上,经验3-5年,"移动互联网,金融",40k-60k,本科及以上
北京,机器学习数据挖掘,北京,"人工智能,机器学习,深度学习","飞速发展,大牛导师,七险一金",数美科技获1000万美元A轮融资，顺为资本、清流资本、百度风投、360投资(A轮),数美,B轮,经验应届毕业生,"企业服务,数据服务",18k-30k,本科及以上
北京,机器学习数据挖掘（校招）,北京,"Hadoop,Spark,Storm","飞速发展,大牛导师,七险一金",数美科技获1000万美元A轮融资，顺为资本、清流资本、百度风投、360投资(A轮),数美,B轮,经验应届毕业生,"企业服务,数据服务",18k-30k,本科及以上
北京,机器学习数据挖掘（校招）,北京,"Storm,Spark,Hadoop","飞速发展,顶尖团队,七险一金",数美科技获1000万美元A轮融资，顺为资本、清流资本、百度风投、360投资(A轮),数美,B轮,经验应届毕业生,"企业服务,数据服务",18k-25k,本科及以上
北京,机器学习数据挖掘工程师,北京,"C++,LinuxUnix,后端,Python",年底双薪，带薪年假，专人培养，技术氛围好,2000人以上,百度,不需要融资,经验1-3年,工具,15k-30k,本科及以上
北京,美团地图-数据挖掘工程师,北京,数据挖掘,平台大 发展空间,2000人以上,美团点评,上市公司,经验3-5年,消费生活,35k-40k,硕士及以上
北京,美团地图-资深数据挖掘工程师,北京,数据挖掘,大平台 技术强,2000人以上,美团点评,上市公司,经验5-10年,消费生活,40k-60k,本科及以上
北京,人工智能业务数据挖掘工程...,北京,"电商,大数据,数据挖掘","AI领域,餐补,世界五百强",2000人以上,京东集团,上市公司,经验3-5年,电商,20k-30k,本科及以上
北京,闪购-数据挖掘技术专家,北京,数据挖掘,新业务，发展空间大,2000人以上,美团点评,上市公司,经验5-10年,消费生活,30k-60k,本科及以上
北京,数据数据挖掘工程师,北京,"Java,Hadoop,NLP,数据挖掘","大牛云集,明星团队",2000人以上,小米,D轮及以上,经验3-5年,硬件,20k-40k,本科及以上
北京,数据挖掘,北京,"大数据,工具软件,数据挖掘,数据处理,搜索,ETL",国有控股智慧科技公司,50-150人,福通四维,不需要融资,经验3-5年,数据服务,15K-25K,本科及以上
北京,数据挖掘,北京,"大数据,数据挖掘,数据仓库,数据分析",知名企业 福利好,15-50人,荣曜科技,不需要融资,经验3-5年,"移动互联网,消费生活",22k-40k,硕士及以上
北京,数据挖掘,北京,"互联网金融,借贷,数据挖掘,SQLServer",弹性工作,500-2000人,Opera,上市公司,经验3-5年,移动互联网,25k-40k,本科及以上
北京,数据挖掘,北京,"旅游,大数据,Spark,Hive","平台很高,数据资源丰富,环境开阔,福利好",150-500人,长安通信科技有限责任公司,未融资,经验3-5年,"信息安全,数据服务",15k-30k,本科及以上
北京,数据挖掘,北京,数据挖掘,扁平化管理，团队nice,50-150人,源梦伟业,未融资,经验3-5年,"移动互联网,数据服务",25k-50k,本科及以上
北京,数据挖掘,北京,数据挖掘,十四薪；午餐晚餐；六险一金；地铁周边；,,洋钱罐,不需要融资,经验1-3年,"移动互联网,金融",15k-30k,本科及以上
北京,数据挖掘,北京,数据挖掘,数据leader,150-500人,深航动力,未融资,经验3-5年,移动互联网,20k-30k,本科及以上
北京,数据挖掘,北京,"数据挖掘,数据分析,搜索",五险二金、年假、免费早午餐、住宿,2000人以上,知网,上市公司,经验不限,"移动互联网,电商",8k-15k,硕士及以上
北京,数据挖掘,北京,"云计算,大数据,算法,NLP,数据分析,数据处理",数据量大、高负载、发展前景好、C轮,"老虎环球基金 ，君联资本，DCM(C轮)，君联资本、DCM(A轮,B轮)，DCM(A轮)",Udesk－企业级智能客服平台,C轮,经验3-5年,企业服务,20k-40k,本科及以上
北京,数据挖掘 工程师,北京,"大数据,MySQL,数据挖掘,数据处理,数据分析",提供互联网行业有竞争力薪资福利,15-50人,墨宽投资,不需要融资,经验不限,金融,10k-20k,本科及以上
北京,数据挖掘 实习生,北京,"大数据,MySQL,数据分析,数据处理",提供互联网行业有竞争力薪资福利,15-50人,墨宽投资,不需要融资,经验应届毕业生,金融,4k-8k,本科及以上
北京,数据挖掘&算法工程师,北京,"电商,数据挖掘,算法",年终奖 五险一金 团建 期权,150-500人,一亩田,C轮,经验1-3年,"移动互联网,电商",16k-28k,本科及以上
北京,数据挖掘（实习生校招）,北京,"广告营销,大数据,算法,数据挖掘","大牛云集,快速发展,技术强",数美科技获1000万美元A轮融资，顺为资本、清流资本、百度风投、360投资(A轮),数美,B轮,经验应届毕业生,"企业服务,数据服务",3k-6k,本科及以上
北京,数据挖掘（实习校招）,北京,"广告营销,大数据,算法,数据挖掘","大牛导师,技术氛围好,海量数据,飞速发展",数美科技获1000万美元A轮融资，顺为资本、清流资本、百度风投、360投资(A轮),数美,B轮,经验不限,"企业服务,数据服务",3k-6k,本科及以上
北京,数据挖掘（实习校招）,北京,"广告营销,大数据,算法,数据挖掘","大牛导师,技术氛围好,海量数据,飞速发展",数美科技获1000万美元A轮融资，顺为资本、清流资本、百度风投、360投资(A轮),数美,B轮,经验应届毕业生,"企业服务,数据服务",3k-6k,学历不限
北京,数据挖掘（校招）,北京,"Hadoop,Spark","快速发展,人工智能,大数据,待遇好",数美科技获1000万美元A轮融资，顺为资本、清流资本、百度风投、360投资(A轮),数美,B轮,经验应届毕业生,"企业服务,数据服务",15K-25K,本科及以上
北京,数据挖掘（校招）,北京,"Hadoop,Spark,Storm",快速发展，七险一金,数美科技获1000万美元A轮融资，顺为资本、清流资本、百度风投、360投资(A轮),数美,B轮,经验应届毕业生,"企业服务,数据服务",15k-30k,本科及以上
北京,数据挖掘（校招）,北京,"Hadoop,Spark,Storm","快速发展,人工智能,大数据,待遇好",数美科技获1000万美元A轮融资，顺为资本、清流资本、百度风投、360投资(A轮),数美,B轮,经验应届毕业生,"企业服务,数据服务",15K-25K,本科及以上
北京,数据挖掘（用户画像）,北京,"电商,移动互联网,数据架构,数据分析",一线互联网技术背景+全年最高19薪,,车好多集团,D轮及以上,经验5-10年,消费生活,30k-60k,硕士及以上
北京,数据挖掘产品经理（BI）,北京,"BI,数据库,数据分析",高效的团队，有魅力的领导,学而思好未来(),学科网,B轮,经验3-5年,移动互联网,20k-35k,本科及以上
北京,数据挖掘岗,北京,"大数据,数据挖掘","薪资待遇好,办公环境好,办公不压抑",500-2000人,金利恒,未融资,经验3-5年,其他,30k-50k,本科及以上
北京,数据挖掘高级工程师,北京,数据挖掘,新业务 空间大,2000人以上,美团点评,上市公司,经验5-10年,消费生活,30k-60k,本科及以上
北京,数据挖掘工程师,北京,"Hadoop,Spark,Hive,Java",薪资高于市场平均水平,50-150人,昆山科信,未融资,经验3-5年,"移动互联网,电商",18k-30k,本科及以上
北京,数据挖掘工程师,北京,"Hadoop,Spark,数据挖掘","人工智能,独角兽,工程师文化",七海资本(B轮),roobo,B轮,经验3-5年,硬件,25k-50k,本科及以上
北京,数据挖掘工程师,北京,"Hive,数据挖掘,算法,Spark",七险一金 牛人指引 餐饮补贴 技术氛围强,500-2000人,微聚未来,不需要融资,经验3-5年,"移动互联网,金融",20k-40k,本科及以上
北京,数据挖掘工程师,北京,"MySQL,算法",六险一金 地铁周边,2000人以上,北京捷越联合,不需要融资,经验1-3年,金融,18k-25k,本科及以上
北京,数据挖掘工程师,北京,"NLP,算法,数据挖掘",平台大，业务发展迅速，技术氛围浓厚,2000人以上,360,上市公司,经验3-5年,信息安全,16k-30k,本科及以上
北京,数据挖掘工程师,北京,"NLP,算法,数据挖掘",七险一金；大牛带队；上升空间,,妙计旅行,B轮,经验3-5年,旅游,20k-30k,本科及以上
北京,数据挖掘工程师,北京,大数据,16薪 地铁周边 六险一金,150-500人,鼎阅传媒,不需要融资,经验3-5年,移动互联网,20k-30k,本科及以上
北京,数据挖掘工程师,北京,"大数据,NLP,算法,数据挖掘","技术提高,发展前景,年度旅行,团队好",2000人以上,金山办公软件,上市公司,经验3-5年,移动互联网,30k-50k,本科及以上
北京,数据挖掘工程师,北京,"大数据,金融,Hadoop,Spark,数据挖掘","免费三餐,免费健身房,六险一金,各种团建",2000人以上,金山办公软件,上市公司,经验1-3年,移动互联网,15k-30k,本科及以上
北京,数据挖掘工程师,北京,"大数据,金融,数据处理,数据分析,MySQL",弹性工作，不打卡，领导nice，补充医疗,150-500人,天创信用,B轮,经验1-3年,"移动互联网,金融",10k-20k,本科及以上
北京,数据挖掘工程师,北京,"大数据,企业服务,数据挖掘",AI行业 自主研发 精英团队,150-500人,天数智芯,A轮,经验3-5年,"企业服务,数据服务",25k-50k,硕士及以上
北京,数据挖掘工程师,北京,"大数据,数据挖掘,NLP,算法",待遇丰厚，餐补房补，临近地铁，弹性工作,50-150人,优阅互动,A轮,经验3-5年,移动互联网,15k-30k,本科及以上
北京,数据挖掘工程师,北京,"大数据,算法,数据挖掘","扁平化管理,团队氛围好,福利待遇优",2000人以上,小米,D轮及以上,经验3-5年,硬件,25k-50k,本科及以上
北京,数据挖掘工程师,北京,"大数据,算法,数据挖掘","季度奖金,零食饮料,出国旅游,16薪",150-500人,鼎阅传媒,不需要融资,经验3-5年,移动互联网,30k-35k,大专及以上
北京,数据挖掘工程师,北京,"大数据,新零售,Hadoop,Hive,数据分析,数据挖掘","福利好,待遇佳,前景好,人nice",格林深瞳、将门投资(天使轮),瞳门科技,未融资,经验3-5年,"数据服务,企业服务",20k-40k,本科及以上
北京,数据挖掘工程师,北京,"大数据,移动互联网,数据挖掘",融资实力雄厚的初创型公司,15-50人,云猜,不需要融资,经验应届毕业生,"移动互联网,金融",5k-6k,本科及以上
北京,数据挖掘工程师,北京,"电商,数据挖掘","500强,上市公司,发展空间大",2000人以上,京东集团,上市公司,经验3-5年,电商,18k-30k,本科及以上
北京,数据挖掘工程师,北京,"电商,数据挖掘",成长空间、技能提升、免费三餐,,省钱快报,C轮,经验3-5年,"移动互联网,电商",25k-50k,本科及以上
北京,数据挖掘工程师,北京,"广告营销,大数据,NLP,算法,数据挖掘,数据分析",前景好，业务好，核心部门,2000人以上,新浪网,上市公司,经验1-3年,文娱丨内容,25k-50k,本科及以上
北京,数据挖掘工程师,北京,后端开发,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,C轮,经验1-3年,文娱丨内容,40k-70k,本科及以上
北京,数据挖掘工程师,北京,金融,福利待遇+晋升空间+团队氛围+平台稳定性,50-150人,展旗科技,未融资,经验5-10年,"电商,数据服务",20k-40k,本科及以上
北京,数据挖掘工程师,北京,"金融,新零售,数据挖掘,数据分析,数据处理,算法",产学研结合，大牛带队,500-2000人,北京大数据研究院,不需要融资,经验1-3年,"教育,其他",15K-25K,学历不限
北京,数据挖掘工程师,北京,"数据分析,数据挖掘,NLP,算法",技术大牛，大平台，双休，弹性时间,500-2000人,实地高科技,不需要融资,经验3-5年,其他,18k-35k,本科及以上
北京,数据挖掘工程师,北京,数据挖掘,地铁周边、带薪年假、扁平管理、不打卡,150-500人,梧桐车联,不需要融资,经验3-5年,"硬件,人工智能",20k-40k,本科及以上
